ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
273839156668747954!,talented-zippy-butterfly,0.000000,-0.931043,-1.496734,-0.322665,-0.703086,-0.999452,0.033093,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.204107,0.128917,0.273995,-1.120066
273839156668747954!,talented-zippy-butterfly,0.010000,-0.927468,-1.484695,-0.316469,-0.693064,-0.999296,0.037516,0.713584,2.406693,1.234055,2.004982,0.033133,0.882556,-0.765951,0.255047,0.375827,-0.683019
273839156668747954!,talented-zippy-butterfly,0.020000,-0.910829,-1.449464,-0.292697,-0.663390,-0.999009,0.044511,2.593323,4.651395,3.482255,3.952381,0.022286,0.500179,-0.540428,0.201765,0.327589,-0.406394
273839156668747954!,talented-zippy-butterfly,0.030000,-0.877806,-1.393444,-0.249082,-0.615815,-0.998952,0.045770,3.972147,6.573673,5.172883,5.602862,-0.012580,-0.274562,-0.380992,0.155332,0.291855,-0.195889
273839156668747954!,talented-zippy-butterfly,0.040000,-0.833729,-1.319054,-0.191753,-0.552330,-0.999297,0.037477,4.782773,8.330739,6.197901,7.145856,-0.052979,-1.412644,-0.244392,0.117927,0.263251,-0.017111
273839156668747954!,talented-zippy-butterfly,0.050000,-0.784534,-1.227761,-0.127918,-0.473536,-0.999871,0.016054,4.962659,9.948986,6.440787,8.662153,-0.046426,-2.891476,-0.105692,0.091468,0.238644,0.148390
273839156668747954!,talented-zippy-butterfly,0.060000,-0.736871,-1.121282,-0.066015,-0.379695,-0.999763,-0.021764,4.440075,11.346758,5.778917,10.135612,0.101760,-4.674584,0.049702,0.077660,0.216001,0.309930
273839156668747954!,talented-zippy-butterfly,0.070000,-0.698167,-1.002647,-0.015700,-0.271730,-0.996897,-0.078721,3.137460,12.341909,4.096238,11.446685,0.528381,-6.691201,0.231485,0.077623,0.193664,0.473244
273839156668747954!,talented-zippy-butterfly,0.080000,-0.676623,-0.877214,0.012314,-0.152393,-0.987677,-0.156503,0.992283,12.652856,1.309466,12.351377,1.396459,-8.812921,0.451115,0.091430,0.169387,0.647155
273839156668747954!,talented-zippy-butterfly,0.090000,-0.680746,-0.753690,0.006870,-0.027615,-0.966888,-0.255203,-1.994052,11.895576,-2.583288,12.453602,2.859113,-10.832339,0.730387,0.117900,0.138848,0.850996
273839156668747954!,talented-zippy-butterfly,0.100000,-0.718291,-0.645108,-0.042394,0.091888,-0.928054,-0.372445,-5.659581,9.596285,-7.398976,11.191482,4.998570,-12.455372,1.107645,0.154455,0.094165,1.119355
273839156668747954!,talented-zippy-butterfly,0.110000,-0.793939,-0.569447,-0.142359,0.189132,-0.864528,-0.502584,-9.517164,5.260601,-12.595344,7.904598,7.757655,-13.344455,1.625853,0.196234,0.025327,1.493062
273839156668747954!,talented-zippy-butterfly,0.120000,-0.905191,-0.548871,-0.291917,0.240999,-0.771097,-0.636718,-12.611085,-1.405137,-17.111742,2.089284,10.904480,-13.205865,2.296348,0.233597,-0.074380,1.993170
273839156668747954!,talented-zippy-butterfly,0.130000,-1.037845,-0.605679,-0.476749,0.222072,-0.645757,-0.763543,-13.581003,-10.113939,-19.422363,-6.154341,14.066905,-11.896923,3.051121,0.248882,-0.201211,2.586627
273839156668747954!,talented-zippy-butterfly,0.140000,-1.163773,-0.754874,-0.666758,0.112868,-0.490453,-0.871468,-11.119114,-19.649873,-17.996368,-15.710802,16.831711,-9.472709,3.723974,0.216354,-0.338282,3.170045
273839156668747954!,talented-zippy-butterfly,0.150000,-1.245505,-0.994504,-0.820005,-0.089546,-0.311109,-0.950374,-4.747443,-27.909799,-12.093379,-24.455835,18.841742,-6.167933,4.095073,0.110219,-0.460145,3.595092
273839156668747954!,talented-zippy-butterfly,0.160000,-1.247957,-1.299950,-0.894342,-0.364560,-0.116626,-0.993176,4.557375,-32.599187,-2.448261,-29.950774,19.874159,-2.333775,3.995039,-0.079197,-0.541711,3.735750
273839156668747954!,talented-zippy-butterfly,0.170000,-1.153045,-1.627545,-0.862672,-0.670631,0.082717,-0.996573,14.469370,-32.322379,8.755823,-30.588623,19.870489,1.649286,3.420283,-0.329948,-0.567620,3.568471
