ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
2005392549482669057!,rebel-wine-beetle,0.000000,-1.580880,-0.042226,-1.764969,0.940684,0.000000,0.000000,0.000000,0.000000,-0.278721,-0.077641,0.160065,0.073647
2005392549482669057!,rebel-wine-beetle,0.010000,-1.575444,-0.039378,-1.763890,0.942705,1.083834,0.569929,0.215553,0.403320,-0.457530,-0.294301,-0.091421,-0.152183
2005392549482669057!,rebel-wine-beetle,0.020000,-1.558341,-0.036097,-1.763983,0.942531,2.330655,0.097258,-0.236239,-0.442130,-0.440060,-0.250502,-0.055946,-0.165364
2005392549482669057!,rebel-wine-beetle,0.030000,-1.529558,-0.036455,-1.768165,0.934662,3.418183,-0.149953,-0.601320,-1.137560,-0.425723,-0.222940,-0.037640,-0.176302
2005392549482669057!,rebel-wine-beetle,0.040000,-1.490594,-0.038390,-1.775798,0.920077,4.359768,-0.210154,-0.923412,-1.782233,-0.413824,-0.208793,-0.033700,-0.185507
2005392549482669057!,rebel-wine-beetle,0.050000,-1.442884,-0.040196,-1.786628,0.898867,5.158286,-0.116839,-1.236456,-2.457634,-0.403725,-0.205123,-0.041105,-0.193439
2005392549482669057!,rebel-wine-beetle,0.060000,-1.387899,-0.040438,-1.800669,0.870398,5.805164,0.107882,-1.561569,-3.230557,-0.394884,-0.209537,-0.057423,-0.200495
2005392549482669057!,rebel-wine-beetle,0.070000,-1.327263,-0.037856,-1.818087,0.833403,6.278468,0.452670,-1.906042,-4.158071,-0.386822,-0.220268,-0.080949,-0.207026
2005392549482669057!,rebel-wine-beetle,0.080000,-1.262898,-0.031269,-1.839044,0.786078,6.539526,0.913058,-2.261461,-5.290731,-0.379040,-0.235995,-0.110579,-0.213407
2005392549482669057!,rebel-wine-beetle,0.090000,-1.197212,-0.019537,-1.863526,0.726134,6.528669,1.484049,-2.600334,-6.673410,-0.370894,-0.255516,-0.145539,-0.220132
2005392549482669057!,rebel-wine-beetle,0.100000,-1.133332,-0.001618,-1.891127,0.650875,6.161410,2.148368,-2.870999,-8.341738,-0.361431,-0.277323,-0.185029,-0.227931
2005392549482669057!,rebel-wine-beetle,0.110000,-1.075361,0.023222,-1.920777,0.557331,5.328595,2.858435,-2.992145,-10.312085,-0.349204,-0.299053,-0.227744,-0.237915
2005392549482669057!,rebel-wine-beetle,0.120000,-1.028579,0.054984,-1.950425,0.442542,3.907471,3.511509,-2.850472,-12.562952,-0.332099,-0.316773,-0.271149,-0.251698
2005392549482669057!,rebel-wine-beetle,0.130000,-0.999443,0.092244,-1.976750,0.304069,1.794555,3.923050,-2.308442,-15.007177,-0.307301,-0.324111,-0.310414,-0.271414
2005392549482669057!,rebel-wine-beetle,0.140000,-0.995083,0.131250,-1.995037,0.140812,-1.028897,3.815590,-1.232330,-17.459802,-0.271587,-0.311453,-0.337018,-0.299473
2005392549482669057!,rebel-wine-beetle,0.150000,-1.021992,0.165129,-1.999473,-0.045891,-4.401629,2.857641,0.450240,-19.617057,-0.222194,-0.265843,-0.337574,-0.337871
2005392549482669057!,rebel-wine-beetle,0.160000,-1.083757,0.183926,-1.984175,-0.251100,-7.898171,0.793670,2.666952,-21.074063,-0.158340,-0.172972,-0.294575,-0.387021
2005392549482669057!,rebel-wine-beetle,0.170000,-1.178084,0.176628,-1.945230,-0.464844,-10.837951,-2.355921,5.124899,-21.446129,-0.083817,-0.022906,-0.190654,-0.443778
2005392549482669057!,rebel-wine-beetle,0.180000,-1.295507,0.134843,-1.882826,-0.674513,-12.514396,-6.077124,7.338021,-20.483253,-0.006634,0.179192,-0.022841,-0.501885
2005392549482669057!,rebel-wine-beetle,0.190000,-1.420802,0.057873,-1.802611,-0.866368,-12.548381,-9.443667,8.771849,-18.251170,0.061149,0.403425,0.184810,-0.552238
