ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1533867819351459779!,great-mauve-beetle,0.000000,0.214564,-1.798111,1.294763,-0.757356,0.000000,0.000000,0.000000,0.000000,-0.000425,0.421019,-0.078344
1533867819351459779!,great-mauve-beetle,0.010000,0.205591,-1.789425,1.294507,-0.757795,-1.786464,1.737231,-0.053707,-0.091745,-0.046823,0.111561,0.117447
1533867819351459779!,great-mauve-beetle,0.020000,0.184655,-1.765327,1.295055,-0.756857,-2.390867,3.084647,0.160775,0.275102,-0.060344,-0.002452,0.179011
1533867819351459779!,great-mauve-beetle,0.030000,0.160077,-1.728869,1.298081,-0.751655,-2.517273,4.210650,0.442394,0.763998,-0.060751,-0.038493,0.187029
1533867819351459779!,great-mauve-beetle,0.040000,0.135185,-1.681917,1.303856,-0.741593,-2.455659,5.179972,0.709086,1.246702,-0.056516,-0.046079,0.175934
1533867819351459779!,great-mauve-beetle,0.050000,0.111300,-1.625883,1.312086,-0.726932,-2.317476,6.019742,0.931039,1.680490,-0.050842,-0.044143,0.158778
1533867819351459779!,great-mauve-beetle,0.060000,0.088975,-1.562000,1.322283,-0.708214,-2.144963,6.741491,1.100096,2.053953,-0.044865,-0.039540,0.140223
1533867819351459779!,great-mauve-beetle,0.070000,0.068472,-1.491425,1.333921,-0.686044,-1.955076,7.350385,1.216998,2.366291,-0.038989,-0.034644,0.121910
1533867819351459779!,great-mauve-beetle,0.080000,0.049924,-1.415279,1.346495,-0.661022,-1.755888,7.849639,1.286279,2.620137,-0.033376,-0.030206,0.104463
1533867819351459779!,great-mauve-beetle,0.090000,0.033401,-1.334660,1.359556,-0.633724,-1.552437,8.242792,1.314143,2.819290,-0.028117,-0.026411,0.088188
1533867819351459779!,great-mauve-beetle,0.100000,0.018925,-1.250640,1.372716,-0.604691,-1.348661,8.534850,1.307466,2.968093,-0.023285,-0.023250,0.073292
1533867819351459779!,great-mauve-beetle,0.110000,0.006475,-1.164234,1.385652,-0.574429,-1.147894,8.732622,1.273197,3.071240,-0.018936,-0.020662,0.059935
1533867819351459779!,great-mauve-beetle,0.120000,-0.003995,-1.076349,1.398123,-0.543371,-0.952849,8.844488,1.217923,3.133779,-0.015112,-0.018573,0.048227
1533867819351459779!,great-mauve-beetle,0.130000,-0.012556,-0.987794,1.409950,-0.511899,-0.765666,8.880129,1.147645,3.161020,-0.011837,-0.016923,0.038223
1533867819351459779!,great-mauve-beetle,0.140000,-0.019295,-0.899272,1.421014,-0.480333,-0.587865,8.849965,1.067618,3.158432,-0.009114,-0.015678,0.029930
1533867819351459779!,great-mauve-beetle,0.150000,-0.024313,-0.811377,1.431242,-0.448940,-0.420384,8.764568,0.982266,3.131510,-0.006927,-0.014819,0.023299
1533867819351459779!,great-mauve-beetle,0.160000,-0.027714,-0.724598,1.440603,-0.417929,-0.263673,8.634137,0.895171,3.085659,-0.005249,-0.014347,0.018243
1533867819351459779!,great-mauve-beetle,0.170000,-0.029607,-0.639325,1.449095,-0.387456,-0.117835,8.468085,0.809107,3.026081,-0.004039,-0.014274,0.014651
1533867819351459779!,great-mauve-beetle,0.180000,-0.030100,-0.555860,1.456744,-0.357628,0.017216,8.274779,0.726110,2.957699,-0.003255,-0.014617,0.012393
1533867819351459779!,great-mauve-beetle,0.190000,-0.029299,-0.474429,1.463587,-0.328503,0.141598,8.061416,0.647566,2.885112,-0.002849,-0.015400,0.011343
1533867819351459779!,great-mauve-beetle,0.200000,-0.027309,-0.395193,1.469674,-0.300098,0.255323,7.834021,0.574307,2.812566,-0.002780,-0.016641,0.011373
1533867819351459779!,great-mauve-beetle,0.210000,-0.024237,-0.318260,1.475061,-0.272387,0.358198,7.597529,0.506700,2.743943,-0.003007,-0.018353,0.012367
1533867819351459779!,great-mauve-beetle,0.220000,-0.020194,-0.243697,1.479805,-0.245311,0.449757,7.355928,0.444727,2.682747,-0.003492,-0.020537,0.014214
1533867819351459779!,great-mauve-beetle,0.230000,-0.015296,-0.171533,1.483959,-0.218780,0.529241,7.112431,0.388050,2.632096,-0.004200,-0.023179,0.016809
1533867819351459779!,great-mauve-beetle,0.240000,-0.009669,-0.101773,1.487574,-0.192674,0.595611,6.869640,0.336070,2.594688,-0.005099,-0.026243,0.020048
1533867819351459779!,great-mauve-beetle,0.250000,-0.003449,-0.034398,1.490691,-0.166851,0.647608,6.629709,0.287967,2.572769,-0.006155,-0.029672,0.023821
1533867819351459779!,great-mauve-beetle,0.260000,0.003213,0.030630,1.493344,-0.141151,0.683837,6.394470,0.242735,2.568073,-0.007333,-0.033382,0.028010
1533867819351459779!,great-mauve-beetle,0.270000,0.010153,0.093363,1.495554,-0.115399,0.702882,6.165529,0.199212,2.581763,-0.008597,-0.037266,0.032483
1533867819351459779!,great-mauve-beetle,0.280000,0.017193,0.153867,1.497333,-0.089412,0.703434,5.944322,0.156114,2.614366,-0.009905,-0.041191,0.037096
1533867819351459779!,great-mauve-beetle,0.290000,0.024143,0.212223,1.498676,-0.063005,0.684430,5.732142,0.112067,2.665712,-0.011214,-0.045006,0.041689
1533867819351459779!,great-mauve-beetle,0.300000,0.030804,0.268521,1.499568,-0.035997,0.645187,5.530127,0.065650,2.734885,-0.012476,-0.048547,0.046094
1533867819351459779!,great-mauve-beetle,0.310000,0.036972,0.322863,1.499977,-0.008219,0.585512,5.339228,0.015453,2.820209,-0.013645,-0.051644,0.050137
1533867819351459779!,great-mauve-beetle,0.320000,0.042444,0.375358,1.499860,0.020480,0.505799,5.160173,-0.039861,2.919258,-0.014672,-0.054131,0.053648
1533867819351459779!,great-mauve-beetle,0.330000,0.047023,0.426124,1.499159,0.050223,0.407066,4.993420,-0.101470,3.028905,-0.015515,-0.055855,0.056466
1533867819351459779!,great-mauve-beetle,0.340000,0.050525,0.475281,1.497806,0.081100,0.290988,4.839124,-0.170311,3.145414,-0.016132,-0.056689,0.058451
1533867819351459779!,great-mauve-beetle,0.350000,0.052787,0.522951,1.495725,0.113161,0.159859,4.697129,-0.246985,3.264568,-0.016494,-0.056537,0.059494
1533867819351459779!,great-mauve-beetle,0.360000,0.053670,0.569256,1.492837,0.146411,0.016528,4.566972,-0.331677,3.381845,-0.016579,-0.055342,0.059519
1533867819351459779!,great-mauve-beetle,0.370000,0.053069,0.614309,1.489063,0.180810,-0.135702,4.447917,-0.424091,3.492612,-0.016377,-0.053092,0.058494
1533867819351459779!,great-mauve-beetle,0.380000,0.050912,0.658218,1.484328,0.216268,-0.293194,4.339012,-0.523407,3.592340,-0.015888,-0.049817,0.056428
1533867819351459779!,great-mauve-beetle,0.390000,0.047166,0.701079,1.478569,0.252653,-0.452115,4.239155,-0.628282,3.676818,-0.015127,-0.045593,0.053378
1533867819351459779!,great-mauve-beetle,0.400000,0.041838,0.742976,1.471741,0.289790,-0.608586,4.147166,-0.736883,3.742361,-0.014119,-0.040538,0.049439
1533867819351459779!,great-mauve-beetle,0.410000,0.034973,0.783985,1.463818,0.327473,-0.758832,4.061858,-0.846970,3.785995,-0.012899,-0.034801,0.044746
1533867819351459779!,great-mauve-beetle,0.420000,0.026655,0.824166,1.454798,0.365464,-0.899326,3.982098,-0.956016,3.805597,-0.011512,-0.028565,0.039463
1533867819351459779!,great-mauve-beetle,0.430000,0.017000,0.863570,1.444707,0.403513,-1.026923,3.906846,-1.061354,3.799995,-0.010007,-0.022027,0.033775
1533867819351459779!,great-mauve-beetle,0.440000,0.006156,0.902238,1.433598,0.441358,-1.138986,3.835183,-1.160353,3.769005,-0.008439,-0.015399,0.027880
1533867819351459779!,great-mauve-beetle,0.450000,-0.005704,0.940200,1.421551,0.478742,-1.233477,3.766311,-1.250581,3.713411,-0.006861,-0.008890,0.021980
1533867819351459779!,great-mauve-beetle,0.460000,-0.018391,0.977481,1.408668,0.515418,-1.309031,3.699548,-1.329969,3.634883,-0.005326,-0.002701,0.016268
1533867819351459779!,great-mauve-beetle,0.470000,-0.031705,1.014099,1.395071,0.551161,-1.364994,3.634304,-1.396937,3.535856,-0.003882,0.002990,0.010921
1533867819351459779!,great-mauve-beetle,0.480000,-0.045441,1.050062,1.380895,0.585771,-1.401421,3.570064,-1.450479,3.419354,-0.002571,0.008031,0.006088
1533867819351459779!,great-mauve-beetle,0.490000,-0.059398,1.085378,1.366285,0.619084,-1.419046,3.506362,-1.490204,3.288798,-0.001425,0.012308,0.001890
1533867819351459779!,great-mauve-beetle,0.500000,-0.073407,1.120052,1.351370,0.650998,-1.419206,3.442766,-1.516347,3.147697,-0.000466,0.015751,-0.001598
1533867819351459779!,great-mauve-beetle,0.510000,-0.087312,1.154085,1.336278,0.681441,-1.403713,3.378896,-1.529650,2.999578,0.000293,0.018331,-0.004334
1533867819351459779!,great-mauve-beetle,0.520000,-0.100970,1.187469,1.321130,0.710363,-1.374737,3.314417,-1.531268,2.847848,0.000852,0.020060,-0.006314
1533867819351459779!,great-mauve-beetle,0.530000,-0.114257,1.220193,1.306039,0.737742,-1.334679,3.249044,-1.522671,2.695612,0.001217,0.020989,-0.007570
1533867819351459779!,great-mauve-beetle,0.540000,-0.127101,1.252254,1.291079,0.763619,-1.286012,3.182568,-1.505530,2.545456,0.001405,0.021202,-0.008165
1533867819351459779!,great-mauve-beetle,0.550000,-0.139431,1.283638,1.276327,0.788028,-1.231157,3.114860,-1.481550,2.399587,0.001436,0.020804,-0.008183
1533867819351459779!,great-mauve-beetle,0.560000,-0.151199,1.314333,1.261840,0.811023,-1.172370,3.045893,-1.452394,2.259726,0.001336,0.019914,-0.007718
1533867819351459779!,great-mauve-beetle,0.570000,-0.162378,1.344325,1.247661,0.832671,-1.111660,2.975737,-1.419599,2.127105,0.001132,0.018653,-0.006876
1533867819351459779!,great-mauve-beetle,0.580000,-0.172959,1.373604,1.233818,0.853049,-1.050727,2.904558,-1.384515,2.002509,0.000851,0.017141,-0.005758
1533867819351459779!,great-mauve-beetle,0.590000,-0.182950,1.402161,1.220326,0.872240,-0.990934,2.832601,-1.348275,1.886332,0.000517,0.015485,-0.004458
1533867819351459779!,great-mauve-beetle,0.600000,-0.192366,1.429990,1.207193,0.890329,-0.933311,2.760172,-1.311783,1.778642,0.000154,0.013777,-0.003060
1533867819351459779!,great-mauve-beetle,0.610000,-0.201233,1.457089,1.194417,0.907397,-0.878572,2.687612,-1.275726,1.679252,-0.000221,0.012090,-0.001633
1533867819351459779!,great-mauve-beetle,0.620000,-0.209582,1.483459,1.181990,0.923525,-0.827158,2.615273,-1.240590,1.587792,-0.000592,0.010478,-0.000230
1533867819351459779!,great-mauve-beetle,0.630000,-0.217447,1.509103,1.169904,0.938789,-0.779282,2.543498,-1.206696,1.503766,-0.000948,0.008979,0.001108
1533867819351459779!,great-mauve-beetle,0.640000,-0.224862,1.534029,1.158145,0.953258,-0.734980,2.472601,-1.174228,1.426608,-0.001283,0.007615,0.002357
1533867819351459779!,great-mauve-beetle,0.650000,-0.231860,1.558247,1.146698,0.966997,-0.694159,2.402860,-1.143266,1.355723,-0.001591,0.006395,0.003500
1533867819351459779!,great-mauve-beetle,0.660000,-0.238476,1.581771,1.135550,0.980064,-0.656639,2.334503,-1.113815,1.290521,-0.001871,0.005319,0.004531
1533867819351459779!,great-mauve-beetle,0.670000,-0.244740,1.604614,1.124687,0.992512,-0.622187,2.267713,-1.085829,1.230431,-0.002122,0.004380,0.005451
1533867819351459779!,great-mauve-beetle,0.680000,-0.250680,1.626794,1.114094,1.004387,-0.590547,2.202623,-1.059229,1.174926,-0.002345,0.003569,0.006263
1533867819351459779!,great-mauve-beetle,0.690000,-0.256323,1.648328,1.103759,1.015734,-0.561454,2.139324,-1.033919,1.123521,-0.002541,0.002873,0.006975
1533867819351459779!,great-mauve-beetle,0.700000,-0.261692,1.669235,1.093670,1.026589,-0.534655,2.077869,-1.009796,1.075780,-0.002713,0.002279,0.007596
1533867819351459779!,great-mauve-beetle,0.710000,-0.266808,1.689533,1.083816,1.036988,-0.509912,2.018277,-0.986756,1.031316,-0.002862,0.001773,0.008134
1533867819351459779!,great-mauve-beetle,0.720000,-0.271690,1.709241,1.074186,1.046959,-0.487005,1.960546,-0.964699,0.989786,-0.002992,0.001344,0.008599
1533867819351459779!,great-mauve-beetle,0.730000,-0.276356,1.728379,1.064772,1.056533,-0.465739,1.904651,-0.943531,0.950889,-0.003104,0.000980,0.008999
1533867819351459779!,great-mauve-beetle,0.740000,-0.280820,1.746964,1.055564,1.065731,-0.445939,1.850552,-0.923169,0.914362,-0.003200,0.000672,0.009342
1533867819351459779!,great-mauve-beetle,0.750000,-0.285096,1.765015,1.046557,1.074579,-0.427452,1.798201,-0.903535,0.879973,-0.003283,0.000411,0.009636
1533867819351459779!,great-mauve-beetle,0.760000,-0.289196,1.782549,1.037741,1.083094,-0.410142,1.747541,-0.884561,0.847521,-0.003354,0.000190,0.009887
1533867819351459779!,great-mauve-beetle,0.770000,-0.293133,1.799584,1.029112,1.091297,-0.393892,1.698512,-0.866185,0.816827,-0.003414,0.000004,0.010100
1533867819351459779!,great-mauve-beetle,0.780000,-0.296916,1.816143,1.020658,1.099207,-0.378589,1.651038,-0.848346,0.787724,-0.003464,-0.000154,0.010280
1533867819351459779!,great-mauve-beetle,0.790000,-0.300557,1.832240,1.012377,1.106839,-0.364145,1.605057,-0.830999,0.760078,-0.003507,-0.000287,0.010431
1533867819351459779!,great-mauve-beetle,0.800000,-0.304061,1.847889,1.004263,1.114207,-0.350481,1.560508,-0.814100,0.733769,-0.003543,-0.000399,0.010558
1533867819351459779!,great-mauve-beetle,0.810000,-0.307436,1.863105,0.996312,1.121322,-0.337529,1.517333,-0.797615,0.708693,-0.003572,-0.000494,0.010663
