ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
55985511604907926!,great-proficient-bumblebee,0.000000,-1.580880,-0.042226,0.000000,-0.042226,0.000000,0.000000,0.000000,0.000000,-0.138247,-0.135323,-0.081598,-0.035271
55985511604907926!,great-proficient-bumblebee,0.010000,-1.573643,-0.031951,0.000000,-0.031951,1.447371,2.055045,0.000000,2.055045,-0.329640,-0.319366,-0.272050,-0.243172
55985511604907926!,great-proficient-bumblebee,0.020000,-1.546809,0.019231,0.000000,0.019231,3.918927,8.179981,0.000000,8.179981,-0.316952,-0.279418,-0.235791,-0.252627
55985511604907926!,great-proficient-bumblebee,0.030000,-1.496843,0.127761,0.000000,0.127761,6.066213,13.506164,0.000000,13.506164,-0.305600,-0.243669,-0.203341,-0.261085
55985511604907926!,great-proficient-bumblebee,0.040000,-1.426792,0.286137,0.000000,0.286137,7.923344,18.117513,0.000000,18.117513,-0.295452,-0.211701,-0.174320,-0.268648
55985511604907926!,great-proficient-bumblebee,0.050000,-1.339388,0.487624,0.000000,0.487624,9.521042,22.089598,0.000000,22.089598,-0.286386,-0.183138,-0.148388,-0.275402
55985511604907926!,great-proficient-bumblebee,0.060000,-1.237207,0.725877,0.000000,0.725877,10.886967,25.490464,0.000000,25.490464,-0.278298,-0.157645,-0.125239,-0.281430
55985511604907926!,great-proficient-bumblebee,0.070000,-1.122483,0.995382,0.000000,0.995382,12.046058,28.381467,0.000000,28.381467,-0.271088,-0.134916,-0.104599,-0.286801
55985511604907926!,great-proficient-bumblebee,0.080000,-0.997136,1.291412,0.000000,1.291412,13.020776,30.817869,0.000000,30.817869,-0.264670,-0.114674,-0.086214,-0.291584
55985511604907926!,great-proficient-bumblebee,0.090000,-0.862875,1.609749,0.000000,1.609749,13.831319,32.849364,0.000000,32.849364,-0.258962,-0.096668,-0.069857,-0.295836
55985511604907926!,great-proficient-bumblebee,0.100000,-0.721234,1.946611,0.000000,1.946611,14.495843,34.520634,0.000000,34.520634,-0.253894,-0.080671,-0.055323,-0.299613
55985511604907926!,great-proficient-bumblebee,0.110000,-0.573585,2.298615,0.000000,2.298615,15.030672,35.871844,0.000000,35.871844,-0.249400,-0.066480,-0.042428,-0.302961
55985511604907926!,great-proficient-bumblebee,0.120000,-0.421150,2.660340,0.000000,2.660340,15.450477,36.939100,0.000000,36.939100,-0.245414,-0.053938,-0.031046,-0.305931
55985511604907926!,great-proficient-bumblebee,0.130000,-0.265056,2.660340,0.000000,2.660340,15.768440,0.816508,0.000000,0.816508,-0.191669,-0.200359,-0.284431,-0.350554
55985511604907926!,great-proficient-bumblebee,0.140000,-0.106231,2.660340,0.000000,2.660340,15.996416,5.431804,0.000000,5.431804,-0.192657,-0.177746,-0.254087,-0.349444
55985511604907926!,great-proficient-bumblebee,0.150000,0.054476,2.660340,0.000000,2.660340,16.145039,4.842119,0.000000,4.842119,-0.187358,-0.177199,-0.259750,-0.353627
55985511604907926!,great-proficient-bumblebee,0.160000,0.216321,2.660340,0.000000,2.660340,16.223853,4.917461,0.000000,4.917461,-0.183495,-0.174253,-0.260595,-0.356639
55985511604907926!,great-proficient-bumblebee,0.170000,0.378647,2.660340,0.000000,2.660340,16.241418,4.907835,0.000000,4.907835,-0.180015,-0.171990,-0.261859,-0.359358
55985511604907926!,great-proficient-bumblebee,0.180000,0.540881,2.660340,0.000000,2.660340,16.205406,4.909065,0.000000,4.909065,-0.176995,-0.169977,-0.262894,-0.361717
55985511604907926!,great-proficient-bumblebee,0.190000,0.702521,2.660340,0.000000,2.660340,16.122692,4.908908,0.000000,4.908908,-0.174371,-0.168235,-0.263801,-0.363766
55985511604907926!,great-proficient-bumblebee,0.200000,0.863132,2.660340,0.000000,2.660340,15.999432,4.908928,0.000000,4.908928,-0.172104,-0.166729,-0.264584,-0.365538
