ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
1151073731723948351!,great-devious-beetle,0.000000,-1.396907,-0.697973,-0.125991,-1.494699,0.000000,0.000000,0.000000,0.000000,-0.215822,-0.235263
1151073731723948351!,great-devious-beetle,0.010000,-1.391985,-0.688345,-0.127097,-1.494606,0.986531,1.918714,-0.224329,0.019076,-0.064681,-0.146059
1151073731723948351!,great-devious-beetle,0.020000,-1.377724,-0.664033,-0.128581,-1.494479,1.869306,2.933260,-0.076392,0.006573,0.006847,-0.097566
1151073731723948351!,great-devious-beetle,0.030000,-1.355092,-0.632055,-0.127852,-1.494541,2.661405,3.455670,0.219608,-0.018787,0.035870,-0.070491
1151073731723948351!,great-devious-beetle,0.040000,-1.325011,-0.596195,-0.124014,-1.494865,3.358852,3.711874,0.547389,-0.045412,0.044157,-0.054219
1151073731723948351!,great-devious-beetle,0.050000,-1.288410,-0.558519,-0.117001,-1.495430,3.961108,3.819148,0.853110,-0.066747,0.042986,-0.043351
1151073731723948351!,great-devious-beetle,0.060000,-1.246222,-0.520214,-0.107139,-1.496169,4.471208,3.837691,1.114721,-0.079824,0.037859,-0.035259
1151073731723948351!,great-devious-beetle,0.070000,-1.199344,-0.482008,-0.094899,-1.496995,4.894196,3.799174,1.325526,-0.084029,0.031373,-0.028702
1151073731723948351!,great-devious-beetle,0.080000,-1.148622,-0.444386,-0.080787,-1.497823,5.236123,3.721298,1.485935,-0.080146,0.024728,-0.023109
1151073731723948351!,great-devious-beetle,0.090000,-1.094846,-0.407693,-0.065298,-1.498578,5.503626,3.614901,1.599513,-0.069696,0.018461,-0.018224
1151073731723948351!,great-devious-beetle,0.100000,-1.038746,-0.372182,-0.048885,-1.499203,5.703736,3.487338,1.671131,-0.054491,0.012801,-0.013935
1151073731723948351!,great-devious-beetle,0.110000,-0.980985,-0.338044,-0.031960,-1.499659,5.843721,3.344051,1.706065,-0.036359,0.007829,-0.010188
1151073731723948351!,great-devious-beetle,0.120000,-0.922148,-0.305413,-0.014879,-1.499926,5.930863,3.189262,1.709545,-0.016958,0.003555,-0.006952
1151073731723948351!,great-devious-beetle,0.130000,-0.862736,-0.274388,0.002064,-1.499999,5.972311,3.026368,1.686576,0.002321,-0.000045,-0.004192
1151073731723948351!,great-devious-beetle,0.140000,-0.803165,-0.245031,0.018628,-1.499884,5.974841,2.858068,1.641796,0.020391,-0.003011,-0.001871
1151073731723948351!,great-devious-beetle,0.150000,-0.743771,-0.217378,0.034629,-1.499600,5.944723,2.686502,1.579454,0.036473,-0.005385,0.000058
1151073731723948351!,great-devious-beetle,0.160000,-0.684833,-0.191447,0.049922,-1.499169,5.887653,2.513377,1.503428,0.050063,-0.007211,0.001646
1151073731723948351!,great-devious-beetle,0.170000,-0.626578,-0.167245,0.064398,-1.498617,5.808675,2.340035,1.417241,0.060901,-0.008527,0.002947
1151073731723948351!,great-devious-beetle,0.180000,-0.569195,-0.144766,0.077979,-1.497972,5.712145,2.167529,1.324085,0.068927,-0.009367,0.004016
1151073731723948351!,great-devious-beetle,0.190000,-0.512835,-0.123999,0.090615,-1.497260,5.601732,1.996695,1.226851,0.074250,-0.009762,0.004901
1151073731723948351!,great-devious-beetle,0.200000,-0.457619,-0.104922,0.102281,-1.496509,5.480454,1.828230,1.128170,0.077106,-0.009736,0.005650
1151073731723948351!,great-devious-beetle,0.210000,-0.403644,-0.087511,0.112974,-1.495740,5.350741,1.662758,1.030443,0.077830,-0.009310,0.006301
1151073731723948351!,great-devious-beetle,0.220000,-0.350987,-0.071734,0.122715,-1.494972,5.214508,1.500896,0.935875,0.076822,-0.008503,0.006888
1151073731723948351!,great-devious-beetle,0.230000,-0.299709,-0.057551,0.131546,-1.494221,5.073246,1.343293,0.846501,0.074523,-0.007330,0.007438
1151073731723948351!,great-devious-beetle,0.240000,-0.249859,-0.044918,0.139525,-1.493497,4.928106,1.190671,0.764201,0.071393,-0.005808,0.007970
1151073731723948351!,great-devious-beetle,0.250000,-0.201479,-0.033783,0.146732,-1.492806,4.779992,1.043843,0.690713,0.067892,-0.003953,0.008497
