ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
2213843392318960640!,thoughtful-antique-butterfly,0.000000,-1.724750,-1.986204,-0.991540,-0.125451,-0.497862,-0.046189,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.146249,0.337711,-0.033332,0.142694,-0.011265,0.359826
2213843392318960640!,thoughtful-antique-butterfly,0.010000,-1.737572,-1.985063,-0.990913,-0.129665,-0.497776,-0.047106,-2.555913,0.238228,0.127522,-0.841655,0.017403,-0.183905,0.558672,0.655968,0.460301,0.595690,0.465807,0.650682
2213843392318960640!,thoughtful-antique-butterfly,0.020000,-1.778268,-1.995736,-0.986002,-0.159349,-0.496915,-0.055456,-5.524191,-2.298339,0.929497,-5.082630,0.166223,-1.489437,0.542483,0.583570,0.494157,0.631887,0.486010,0.554490
2213843392318960640!,thoughtful-antique-butterfly,0.030000,-1.842255,-2.030120,-0.969854,-0.230421,-0.494093,-0.076632,-7.124676,-4.427126,2.472498,-9.079339,0.426480,-2.749769,0.524277,0.561637,0.492183,0.653607,0.478862,0.528712
2213843392318960640!,thoughtful-antique-butterfly,0.040000,-1.916285,-2.080460,-0.932135,-0.339354,-0.487679,-0.110315,-7.423094,-5.359723,5.319342,-12.562314,0.903136,-3.992588,0.498151,0.585223,0.458860,0.665968,0.448071,0.572815
2213843392318960640!,thoughtful-antique-butterfly,0.050000,-1.986221,-2.129505,-0.857386,-0.478526,-0.474865,-0.156537,-6.154392,-3.984053,9.901515,-14.962061,1.733389,-5.258358,0.454044,0.651810,0.394338,0.676458,0.393198,0.691502
2213843392318960640!,thoughtful-antique-butterfly,0.060000,-2.033222,-2.147175,-0.727420,-0.632288,-0.451157,-0.215540,-2.684040,1.085819,16.274077,-15.255688,3.123631,-6.538221,0.380825,0.752413,0.304529,0.695048,0.318571,0.882545
2213843392318960640!,thoughtful-antique-butterfly,0.070000,-2.031339,-2.090948,-0.527297,-0.772670,-0.409629,-0.286713,3.617350,10.773853,23.629023,-12.057741,5.339978,-7.629262,0.279311,0.842619,0.219114,0.735436,0.246254,1.083503
2213843392318960640!,thoughtful-antique-butterfly,0.080000,-1.952700,-1.918198,-0.256466,-0.858580,-0.340908,-0.365762,12.208357,23.999117,29.896583,-4.316142,8.554319,-7.973041,0.173889,0.801699,0.192816,0.825640,0.208232,1.085072
2213843392318960640!,thoughtful-antique-butterfly,0.090000,-1.788031,-1.613360,0.058447,-0.844905,-0.236000,-0.440799,19.965292,36.778868,32.134008,7.539334,12.558816,-6.723866,0.061451,0.490982,0.239670,1.026800,0.188343,0.639892
2213843392318960640!,thoughtful-antique-butterfly,0.100000,-1.571068,-1.209855,0.363393,-0.702055,-0.090245,-0.491788,21.723704,43.687328,27.698828,20.925163,16.588814,-3.044126,-0.151233,-0.014330,0.286866,1.378357,0.124541,-0.077699
2213843392318960640!,thoughtful-antique-butterfly,0.110000,-1.384222,-0.781395,0.585618,-0.435371,0.088840,-0.492044,14.095509,41.500030,15.847690,31.525243,19.051721,3.439842,-0.495074,-0.413230,0.296258,1.772977,0.043473,-0.501513
2213843392318960640!,thoughtful-antique-butterfly,0.120000,-1.314516,-0.415612,0.659432,-0.093850,0.277169,-0.416146,-0.740546,30.931088,-1.430813,35.165742,18.070688,12.035744,-0.810900,-0.554225,0.305411,2.034888,0.020499,-0.466943
2213843392318960640!,thoughtful-antique-butterfly,0.130000,-1.404498,-0.185670,0.550665,0.235445,0.432751,-0.250452,-16.597743,14.142173,-19.738874,28.725868,12.146744,20.988114,-0.962342,-0.514327,0.313857,2.111801,0.038155,-0.245419
2213843392318960640!,thoughtful-antique-butterfly,0.140000,-1.628232,-0.143799,0.282960,0.445560,0.499976,-0.004889,-26.383984,-6.316115,-31.955020,11.749826,0.266667,27.273493,-0.947476,-0.291210,0.240691,2.016661,0.009486,0.106343
2213843392318960640!,thoughtful-antique-butterfly,0.150000,-1.896847,-0.300331,-0.044296,0.453365,0.420854,0.269966,-24.962491,-24.608039,-30.829423,-10.187384,-16.605977,25.887295,-0.855634,0.212908,-0.023176,1.783181,-0.161676,0.774886
2213843392318960640!,thoughtful-antique-butterfly,0.160000,-2.094926,-0.587877,-0.283921,0.260803,0.170137,0.470163,-12.324706,-31.815074,-14.953360,-26.205768,-32.451048,11.743006,-0.868912,1.005372,-0.539629,1.535489,-0.541179,1.897445
2213843392318960640!,thoughtful-antique-butterfly,0.170000,-2.132602,-0.859086,-0.318233,-0.017620,-0.185317,0.464389,5.333712,-20.807946,7.810710,-26.148850,-35.558263,-14.189723,-1.070986,1.835731,-1.123844,1.403673,-0.986009,3.216525
2213843392318960640!,thoughtful-antique-butterfly,0.180000,-2.013154,-0.934915,-0.152229,-0.202143,-0.462524,0.189924,16.532908,6.244380,22.320399,-8.453356,-15.888364,-38.693137,-1.021818,1.930840,-1.063297,1.318647,-0.898890,3.394013
2213843392318960640!,thoughtful-antique-butterfly,0.190000,-1.864310,-0.739937,0.054437,-0.175659,-0.442227,-0.233313,9.535059,31.392932,15.132973,12.358004,21.241006,-40.260788,-0.491126,0.515084,0.133685,1.387287,0.077391,1.119688
2213843392318960640!,thoughtful-antique-butterfly,0.200000,-1.850714,-0.426102,0.109102,-0.027205,-0.065653,-0.495671,-7.362914,29.775443,-4.017958,13.341373,49.224081,-6.519866,-0.361589,-0.884603,1.140065,1.739624,0.849893,-0.892313
2213843392318960640!,thoughtful-antique-butterfly,0.210000,-1.956114,-0.247130,0.024755,0.028832,0.391460,-0.311062,-9.936824,5.938543,-8.637833,-3.385667,33.040329,41.580035,0.144456,-0.370666,1.134102,1.189965,0.961181,-0.400219
2213843392318960640!,thoughtful-antique-butterfly,0.220000,-1.964775,-0.250147,0.025039,-0.048555,0.456247,0.204546,10.725780,-4.233197,10.976204,-6.705004,-22.768427,50.785858,1.743323,1.837129,0.572905,-0.705056,0.858231,1.854176
2213843392318960640!,thoughtful-antique-butterfly,0.230000,-1.817031,-0.144568,0.175383,0.029457,0.006193,0.499962,11.077019,26.053362,11.155626,25.153399,-56.836153,0.704029,3.604546,1.392444,1.977045,-1.954044,2.282197,0.322737
2213843392318960640!,thoughtful-antique-butterfly,0.240000,-1.964066,0.192441,0.030126,0.344748,-0.452262,0.213212,-44.842082,35.480881,-43.945826,23.746041,-23.739729,-50.356397,6.310060,-3.802115,7.129688,-2.327304,6.689429,-8.167290
2213843392318960640!,thoughtful-antique-butterfly,0.250000,-2.519602,0.130141,-0.519980,0.169035,-0.389416,-0.313617,-43.839051,-48.976093,-43.562644,-63.186486,33.991477,-42.206988,8.517618,-1.892158,7.420063,-4.636599,7.442034,-6.412467
2213843392318960640!,thoughtful-antique-butterfly,0.260000,-2.386137,-0.563984,-0.387844,-0.646599,0.087734,-0.492243,75.533174,-77.563417,75.962852,-67.170398,51.199763,9.125460,10.449958,8.500668,1.560335,-9.395834,3.459475,7.026292
2213843392318960640!,thoughtful-antique-butterfly,0.270000,-1.369240,-0.664632,0.630447,-0.629254,0.475764,-0.153782,90.973963,61.189726,90.655852,79.170310,17.944355,55.515382,7.461957,4.434362,1.676477,-5.705707,2.656820,2.241723
2213843392318960640!,thoughtful-antique-butterfly,0.280000,-1.180965,0.319170,0.811063,0.497572,0.325114,0.379870,-63.456367,118.595138,-62.488332,107.786112,-45.895281,39.279768,3.872838,-8.300421,6.786160,1.291571,5.293888,-14.610926
2213843392318960640!,thoughtful-antique-butterfly,0.290000,-2.236968,0.824036,-0.240411,0.941327,-0.234956,0.441357,-116.755385,-20.125312,-116.222065,-29.203614,-53.574074,-28.520102,2.702019,-6.063794,5.193647,1.338388,4.073255,-10.490994
2213843392318960640!,thoughtful-antique-butterfly,0.300000,-2.969658,0.028479,-0.971095,0.104261,-0.497008,-0.054616,-12.153022,-129.272792,-12.713964,-114.479335,6.334112,-57.640226,2.801438,5.267453,-3.069140,-2.222182,-2.301848,4.648359
2213843392318960640!,thoughtful-antique-butterfly,0.310000,-2.497974,-0.864438,-0.498065,-0.845436,-0.165977,-0.471648,92.403668,-41.703576,92.528647,-54.857092,50.973705,-17.938080,2.979724,7.580717,-3.543410,-3.277383,-2.291565,8.481395
2213843392318960640!,thoughtful-antique-butterfly,0.320000,-1.478361,-0.654660,0.513007,-0.840280,0.331342,-0.374449,91.911617,83.281066,89.195883,54.146006,39.121832,34.618063,1.716326,1.011776,-0.183356,-0.177929,-0.146108,-0.225720
2213843392318960640!,thoughtful-antique-butterfly,0.330000,-0.978643,0.380122,0.988207,0.017488,0.492758,0.084793,1.978669,117.835911,-1.338548,99.844026,-8.327748,48.394814,0.763766,-5.619498,3.217495,2.744016,2.030392,-9.308160
2213843392318960640!,thoughtful-antique-butterfly,0.340000,-1.436031,1.177014,0.534720,0.836218,0.216090,0.450894,-81.951448,34.953833,-79.175309,51.007664,-41.601661,19.937502,0.837282,-4.500642,3.437241,2.157329,2.521009,-7.113239
2213843392318960640!,thoughtful-antique-butterfly,0.350000,-2.358883,1.069427,-0.363967,0.926905,-0.224574,0.446729,-88.597267,-57.750982,-86.887829,-33.823473,-40.488668,-20.353939,0.737510,-0.554902,0.542560,1.006194,0.281799,-1.729657
2213843392318960640!,thoughtful-antique-butterfly,0.360000,-2.961880,0.300356,-0.962166,0.266548,-0.488621,0.106065,-24.608514,-91.663502,-24.543660,-87.827459,-9.302384,-42.854289,0.734631,3.705543,-2.587801,-0.302512,-2.140862,3.982600
2213843392318960640!,thoughtful-antique-butterfly,0.370000,-2.800749,-0.409871,-0.808697,-0.587997,-0.399528,-0.300628,53.619733,-45.864137,51.391040,-70.788423,25.134068,-33.402705,0.846937,5.103490,-2.818304,-0.953634,-2.073960,6.335868
2213843392318960640!,thoughtful-antique-butterfly,0.380000,-2.005337,-0.482590,-0.072630,-0.997026,-0.049157,-0.497578,96.176834,33.532437,85.618949,-6.132937,40.719315,-4.022746,0.323782,1.892034,-0.916781,0.452919,-0.744867,2.181223
2213843392318960640!,thoughtful-antique-butterfly,0.390000,-1.124343,0.104361,0.703588,-0.707223,0.327237,-0.378043,71.011979,84.768571,60.106150,60.205381,30.659616,26.539217,-0.732868,-2.869970,0.819632,2.920728,0.053685,-4.512947
2213843392318960640!,thoughtful-antique-butterfly,0.400000,-0.806887,0.920170,0.992422,0.046964,0.498895,-0.033227,-7.421259,74.013317,-4.292093,80.461212,2.553093,38.333631,-0.879444,-3.880074,1.937967,3.253941,1.034367,-5.455039
2213843392318960640!,thoughtful-antique-butterfly,0.410000,-1.228511,1.433208,0.648953,0.743912,0.384591,0.319515,-70.156578,23.122895,-59.839094,51.225055,-24.021177,28.913606,-0.735179,-2.350519,1.394586,2.582641,0.792764,-3.113477
2213843392318960640!,thoughtful-antique-butterfly,0.420000,-2.037176,1.392694,-0.081300,0.974904,0.062617,0.496064,-83.823338,-33.495107,-78.268100,-7.488395,-37.572755,4.742735,-0.807103,-0.217759,-0.257839,1.988365,-0.512565,-0.251197
2213843392318960640!,thoughtful-antique-butterfly,0.430000,-2.729960,0.885068,-0.748628,0.612443,-0.293928,0.404483,-48.940316,-66.487076,-48.131269,-60.607222,-30.573112,-22.216726,-0.940896,2.364414,-2.258204,1.298513,-2.092826,3.257708
2213843392318960640!,thoughtful-antique-butterfly,0.440000,-2.913826,0.266017,-0.948720,-0.105948,-0.490887,0.095024,13.410246,-54.407349,9.581076,-74.637013,-7.094356,-36.648864,-1.006925,3.995945,-3.058698,0.763781,-2.590109,5.797320
2213843392318960640!,thoughtful-antique-butterfly,0.450000,-2.466596,-0.060631,-0.584463,-0.737074,-0.425162,-0.263130,71.808069,-8.130192,58.680509,-44.656221,19.483710,-31.481482,-0.937092,2.900849,-1.896393,0.989023,-1.580378,4.527186
2213843392318960640!,thoughtful-antique-butterfly,0.460000,-1.618167,0.085987,0.111396,-0.918310,-0.132853,-0.482027,90.603062,40.355768,73.214063,10.409078,36.601804,-10.087937,-1.495987,-0.550733,-0.499232,2.620099,-0.851049,-0.415146
2213843392318960640!,thoughtful-antique-butterfly,0.470000,-0.902926,0.611222,0.723159,-0.553186,0.235947,-0.440828,47.787231,64.773694,42.930351,57.991101,33.718768,18.047536,-2.213059,-2.955961,0.598230,3.941718,-0.209946,-3.464748
2213843392318960640!,thoughtful-antique-butterfly,0.480000,-0.782513,1.219284,0.889163,0.121331,0.474408,-0.157915,-22.052269,52.057948,-10.841958,69.126088,11.810534,35.481153,-2.068598,-2.680578,0.995916,3.652407,0.282780,-2.789791
