ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
2012951661308320711!,lush-impartial-bumblebee,0.000000,1.418440,-2.501371,0.000000,-2.501371,0.000000,0.000000,0.000000,0.000000,-0.055567,-0.073128,0.178239
2012951661308320711!,lush-impartial-bumblebee,0.010000,1.413150,-2.496130,0.000000,-2.496130,-1.058129,1.048248,0.000000,1.048248,-0.048828,-0.064885,0.156741
2012951661308320711!,lush-impartial-bumblebee,0.020000,1.397953,-2.481075,0.000000,-2.481075,-1.979390,1.960906,0.000000,1.960906,-0.042796,-0.057505,0.137498
2012951661308320711!,lush-impartial-bumblebee,0.030000,1.374136,-2.457481,0.000000,-2.457481,-2.778139,2.752195,0.000000,2.752195,-0.037400,-0.050905,0.120285
2012951661308320711!,lush-impartial-bumblebee,0.040000,1.342853,-2.426490,0.000000,-2.426490,-3.467301,3.434922,0.000000,3.434922,-0.032578,-0.045006,0.104901
2012951661308320711!,lush-impartial-bumblebee,0.050000,1.305139,-2.389127,0.000000,-2.389127,-4.058519,4.020619,0.000000,4.020619,-0.028271,-0.039737,0.091162
2012951661308320711!,lush-impartial-bumblebee,0.060000,1.261977,-2.346369,0.000000,-2.346369,-4.562272,4.519667,0.000000,4.519667,-0.024430,-0.035039,0.078909
2012951661308320711!,lush-impartial-bumblebee,0.070000,1.214198,-2.299036,0.000000,-2.299036,-4.988012,4.941432,0.000000,4.941432,-0.021008,-0.030852,0.067992
2012951661308320711!,lush-impartial-bumblebee,0.080000,1.162529,-2.247850,0.000000,-2.247850,-5.344248,5.294341,0.000000,5.294341,-0.017962,-0.027127,0.058276
2012951661308320711!,lush-impartial-bumblebee,0.090000,1.107614,-2.193447,0.000000,-2.193447,-5.638629,5.585973,0.000000,5.585973,-0.015255,-0.023815,0.049640
2012951661308320711!,lush-impartial-bumblebee,0.100000,1.050030,-2.136401,0.000000,-2.136401,-5.878032,5.823140,0.000000,5.823140,-0.012853,-0.020876,0.041976
2012951661308320711!,lush-impartial-bumblebee,0.110000,0.990292,-2.077221,0.000000,-2.077221,-6.068637,6.011966,0.000000,6.011966,-0.010723,-0.018271,0.035183
2012951661308320711!,lush-impartial-bumblebee,0.120000,0.928860,-2.016363,0.000000,-2.016363,-6.215999,6.157951,0.000000,6.157951,-0.008840,-0.015967,0.029175
2012951661308320711!,lush-impartial-bumblebee,0.130000,0.866143,-1.954231,0.000000,-1.954231,-6.325106,6.266039,0.000000,6.266039,-0.007177,-0.013933,0.023870
2012951661308320711!,lush-impartial-bumblebee,0.140000,0.802502,-1.891185,0.000000,-1.891185,-6.400439,6.340669,0.000000,6.340669,-0.005712,-0.012141,0.019197
2012951661308320711!,lush-impartial-bumblebee,0.150000,0.738259,-1.827541,0.000000,-1.827541,-6.446023,6.385827,0.000000,6.385827,-0.004425,-0.010567,0.015091
2012951661308320711!,lush-impartial-bumblebee,0.160000,0.673695,-1.763580,0.000000,-1.763580,-6.465467,6.405089,0.000000,6.405089,-0.003298,-0.009187,0.011494
2012951661308320711!,lush-impartial-bumblebee,0.170000,0.609059,-1.699548,0.000000,-1.699548,-6.462009,6.401664,0.000000,6.401664,-0.002313,-0.007983,0.008353
2012951661308320711!,lush-impartial-bumblebee,0.180000,0.544569,-1.635660,0.000000,-1.635660,-6.438554,6.378428,0.000000,6.378428,-0.001456,-0.006935,0.005620
2012951661308320711!,lush-impartial-bumblebee,0.190000,0.480416,-1.572107,0.000000,-1.572107,-6.397702,6.337958,0.000000,6.337958,-0.000714,-0.006027,0.003254
2012951661308320711!,lush-impartial-bumblebee,0.200000,0.416766,-1.509051,0.000000,-1.509051,-6.341783,6.282561,0.000000,6.282561,-0.000075,-0.005245,0.001214
2012951661308320711!,lush-impartial-bumblebee,0.210000,0.353762,-1.446635,0.000000,-1.446635,-6.272880,6.214301,0.000000,6.214301,0.000472,-0.004576,-0.000532
2012951661308320711!,lush-impartial-bumblebee,0.220000,0.291528,-1.384982,0.000000,-1.384982,-6.192858,6.135026,0.000000,6.135026,0.000938,-0.004006,-0.002018
2012951661308320711!,lush-impartial-bumblebee,0.230000,0.230171,-1.324198,0.000000,-1.324198,-6.103379,6.046383,0.000000,6.046383,0.001330,-0.003526,-0.003269
2012951661308320711!,lush-impartial-bumblebee,0.240000,0.169781,-1.264372,0.000000,-1.264372,-6.005930,5.949844,0.000000,5.949844,0.001658,-0.003126,-0.004313
2012951661308320711!,lush-impartial-bumblebee,0.250000,0.110434,-1.205579,0.000000,-1.205579,-5.901835,5.846721,0.000000,5.846721,0.001927,-0.002796,-0.005172
2012951661308320711!,lush-impartial-bumblebee,0.260000,0.052193,-1.147882,0.000000,-1.147882,-5.792273,5.738182,0.000000,5.738182,0.002144,-0.002530,-0.005866
2012951661308320711!,lush-impartial-bumblebee,0.270000,-0.004889,-1.091334,0.000000,-1.091334,-5.678292,5.625265,0.000000,5.625265,0.002316,-0.002320,-0.006414
2012951661308320711!,lush-impartial-bumblebee,0.280000,-0.060790,-1.035954,0.000000,-1.035954,-5.560823,5.508893,0.000000,5.508893,0.002447,-0.002159,-0.006833
2012951661308320711!,lush-impartial-bumblebee,0.290000,-0.115495,-0.981761,0.000000,-0.981761,-5.440685,5.389878,0.000000,5.389878,0.002543,-0.002042,-0.007139
2012951661308320711!,lush-impartial-bumblebee,0.300000,-0.168978,-0.928776,0.000000,-0.928776,-5.318598,5.268931,0.000000,5.268931,0.002608,-0.001963,-0.007346
2012951661308320711!,lush-impartial-bumblebee,0.310000,-0.221224,-0.877019,0.000000,-0.877019,-5.195197,5.146682,0.000000,5.146682,0.002645,-0.001917,-0.007464
2012951661308320711!,lush-impartial-bumblebee,0.320000,-0.272220,-0.826499,0.000000,-0.826499,-5.071041,5.023685,0.000000,5.023685,0.002658,-0.001902,-0.007506
2012951661308320711!,lush-impartial-bumblebee,0.330000,-0.321960,-0.777223,0.000000,-0.777223,-4.946621,4.900427,0.000000,4.900427,0.002650,-0.001912,-0.007479
2012951661308320711!,lush-impartial-bumblebee,0.340000,-0.370442,-0.729194,0.000000,-0.729194,-4.822369,4.777336,0.000000,4.777336,0.002623,-0.001944,-0.007394
2012951661308320711!,lush-impartial-bumblebee,0.350000,-0.417667,-0.682410,0.000000,-0.682410,-4.698662,4.654783,0.000000,4.654783,0.002580,-0.001997,-0.007257
2012951661308320711!,lush-impartial-bumblebee,0.360000,-0.463642,-0.636864,0.000000,-0.636864,-4.575826,4.533095,0.000000,4.533095,0.002523,-0.002067,-0.007076
