ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3
1772020356181728107!,thoughtful-steel-butterfly,0.000000,1.418440,-2.501371,0.204225,-0.912132,0.275518,-0.417241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.342413,-0.053959,-0.030805
1772020356181728107!,thoughtful-steel-butterfly,0.010000,1.413404,-2.503842,0.202433,-0.912128,0.275199,-0.417451,-1.006489,-0.492759,-0.357477,0.001007,-0.063965,-0.042168,0.144252,0.030657,-0.053598
1772020356181728107!,thoughtful-steel-butterfly,0.020000,1.400785,-2.509444,0.197361,-0.912018,0.274385,-0.417986,-1.516170,-0.625938,-0.656005,0.022070,-0.098736,-0.064815,0.057416,0.067699,-0.063080
1772020356181728107!,thoughtful-steel-butterfly,0.030000,1.384149,-2.515578,0.189441,-0.911623,0.273290,-0.418703,-1.808936,-0.599414,-0.925724,0.058448,-0.120348,-0.078552,0.018095,0.084695,-0.067057
1772020356181728107!,thoughtful-steel-butterfly,0.040000,1.365068,-2.521067,0.178894,-0.910790,0.272009,-0.419537,-2.004426,-0.497664,-1.179788,0.109787,-0.135860,-0.088086,-0.000861,0.093331,-0.068815
1772020356181728107!,thoughtful-steel-butterfly,0.050000,1.344253,-2.525329,0.165844,-0.909361,0.270587,-0.420455,-2.154683,-0.355292,-1.423870,0.177637,-0.148533,-0.095590,-0.011034,0.098534,-0.069696
1772020356181728107!,thoughtful-steel-butterfly,0.060000,1.322042,-2.528025,0.150380,-0.907158,0.269045,-0.421444,-2.282742,-0.185769,-1.660069,0.264338,-0.160003,-0.102144,-0.017355,0.102338,-0.070209
1772020356181728107!,thoughtful-steel-butterfly,0.070000,1.298607,-2.528911,0.132586,-0.903981,0.267389,-0.422496,-2.399021,0.006175,-1.888565,0.372469,-0.171198,-0.108348,-0.021902,0.105525,-0.070495
1772020356181728107!,thoughtful-steel-butterfly,0.080000,1.274046,-2.527777,0.112557,-0.899605,0.265621,-0.423610,-2.508327,0.219179,-2.108242,0.504587,-0.182742,-0.114587,-0.025528,0.108333,-0.070531
1772020356181728107!,thoughtful-steel-butterfly,0.090000,1.248418,-2.524417,0.090393,-0.893780,0.263733,-0.424788,-2.612868,0.452865,-2.316906,0.663047,-0.195147,-0.121158,-0.028559,0.110760,-0.070224
1772020356181728107!,thoughtful-steel-butterfly,0.100000,1.221765,-2.518625,0.066218,-0.886231,0.261715,-0.426034,-2.713482,0.706753,-2.511383,0.849816,-0.208876,-0.128314,-0.031075,0.112682,-0.069442
1772020356181728107!,thoughtful-steel-butterfly,0.110000,1.194126,-2.510206,0.040193,-0.876670,0.259551,-0.427356,-2.810172,0.979649,-2.687549,1.066270,-0.224368,-0.136268,-0.033037,0.113918,-0.068039
1772020356181728107!,thoughtful-steel-butterfly,0.120000,1.165544,-2.498974,0.012525,-0.864793,0.257222,-0.428762,-2.902288,1.269294,-2.840379,1.312975,-0.242031,-0.145199,-0.034332,0.114252,-0.065871
1772020356181728107!,thoughtful-steel-butterfly,0.130000,1.136071,-2.484778,-0.016527,-0.850299,0.254707,-0.430261,-2.988733,1.572037,-2.964086,1.589417,-0.262255,-0.155251,-0.034824,0.113468,-0.062810
1772020356181728107!,thoughtful-steel-butterfly,0.140000,1.105767,-2.467510,-0.046642,-0.832899,0.251976,-0.431866,-3.068013,1.882706,-3.052316,1.893773,-0.285410,-0.166525,-0.034368,0.111370,-0.058762
1772020356181728107!,thoughtful-steel-butterfly,0.150000,1.074712,-2.447128,-0.077431,-0.812330,0.248998,-0.433590,-3.138252,2.194637,-3.098428,2.222703,-0.311788,-0.179051,-0.032813,0.107795,-0.053678
1772020356181728107!,thoughtful-steel-butterfly,0.160000,1.042997,-2.423669,-0.108444,-0.788376,0.245734,-0.435448,-3.197429,2.499748,-3.095894,2.571241,-0.341623,-0.192786,-0.030045,0.102653,-0.047577
1772020356181728107!,thoughtful-steel-butterfly,0.170000,1.010748,-2.397236,-0.139163,-0.760866,0.242153,-0.437450,-3.243371,2.788808,-3.038584,2.932717,-0.375071,-0.207623,-0.025984,0.095934,-0.040546
1772020356181728107!,thoughtful-steel-butterfly,0.180000,0.978111,-2.368035,-0.169014,-0.729711,0.238219,-0.439604,-3.274150,3.051845,-2.921382,3.298847,-0.412203,-0.223370,-0.020626,0.087736,-0.032752
1772020356181728107!,thoughtful-steel-butterfly,0.190000,0.945243,-2.336378,-0.197378,-0.694910,0.233895,-0.441920,-3.288252,3.278769,-2.740622,3.659973,-0.452993,-0.239756,-0.014045,0.078267,-0.024435
1772020356181728107!,thoughtful-steel-butterfly,0.200000,0.912315,-2.302674,-0.223609,-0.656565,0.229145,-0.444401,-3.284790,3.460026,-2.494451,4.005412,-0.497324,-0.256434,-0.006389,0.067828,-0.015890
1772020356181728107!,thoughtful-steel-butterfly,0.210000,0.879500,-2.267425,-0.247054,-0.614888,0.223935,-0.447049,-3.263704,3.587247,-2.183107,4.323903,-0.544982,-0.272991,0.002139,0.056783,-0.007445
1772020356181728107!,thoughtful-steel-butterfly,0.220000,0.846968,-2.231206,-0.267070,-0.570207,0.218231,-0.449862,-3.225922,3.653792,-1.809054,4.604090,-0.595671,-0.288964,0.011303,0.045526,0.000572
1772020356181728107!,thoughtful-steel-butterfly,0.230000,0.814871,-2.194652,-0.283054,-0.522958,0.212004,-0.452829,-3.173446,3.655126,-1.376971,4.835004,-0.649017,-0.303854,0.020868,0.034428,0.007864
1772020356181728107!,thoughtful-steel-butterfly,0.240000,0.783338,-2.158428,-0.294456,-0.473685,0.205229,-0.455940,-3.109382,3.588991,-0.893635,5.006487,-0.704580,-0.317148,0.030629,0.023805,0.014184
1772020356181728107!,thoughtful-steel-butterfly,0.250000,0.752456,-2.123216,-0.300806,-0.423028,0.197886,-0.459175,-3.037892,3.455372,-0.367711,5.109542,-0.761859,-0.328330,0.040432,0.013882,0.019357
1772020356181728107!,thoughtful-steel-butterfly,0.260000,0.722268,-2.089685,-0.301728,-0.371712,0.189958,-0.462510,-2.964101,3.256321,0.190482,5.136606,-0.820298,-0.336906,0.050183,0.004788,0.023283
1772020356181728107!,thoughtful-steel-butterfly,0.270000,0.692758,-2.058474,-0.296957,-0.320526,0.181437,-0.465919,-2.893947,2.995695,0.769226,5.081774,-0.879286,-0.342409,0.059841,-0.003445,0.025930
1772020356181728107!,thoughtful-steel-butterfly,0.280000,0.663847,-2.030178,-0.286351,-0.270313,0.172318,-0.469368,-2.833993,2.678906,1.355642,4.941001,-0.938149,-0.344420,0.069404,-0.010859,0.027329
1772020356181728107!,thoughtful-steel-butterfly,0.290000,0.635387,-2.005327,-0.269900,-0.221944,0.162606,-0.472821,-2.791183,2.312701,1.935952,4.712306,-0.996150,-0.342582,0.078879,-0.017550,0.027558
1772020356181728107!,thoughtful-steel-butterfly,0.300000,0.607223,-1.984358,-0.247737,-0.176308,0.152318,-0.476234,-2.772991,1.904729,2.495525,4.396014,-1.052634,-0.336673,0.088167,-0.023574,0.026704
1772020356181728107!,thoughtful-steel-butterfly,0.310000,0.579170,-1.967603,-0.220145,-0.134274,0.141482,-0.479565,-2.786927,1.463558,3.019256,3.995002,-1.107152,-0.326635,0.097063,-0.028937,0.024856
1772020356181728107!,thoughtful-steel-butterfly,0.320000,0.550870,-1.955351,-0.187556,-0.096661,0.130121,-0.482772,-2.838734,0.999482,3.492676,3.514846,-1.159012,-0.312388,0.105557,-0.033796,0.022195
1772020356181728107!,thoughtful-steel-butterfly,0.330000,0.521908,-1.947780,-0.150543,-0.064217,0.118264,-0.485812,-2.933280,0.523593,3.902045,2.963872,-1.207502,-0.293950,0.113552,-0.038264,0.018904
1772020356181728107!,thoughtful-steel-butterfly,0.340000,0.491825,-1.944957,-0.109809,-0.037593,0.105948,-0.488646,-3.074053,0.047697,4.234965,2.353162,-1.251900,-0.271437,0.120883,-0.042413,0.015179
1772020356181728107!,thoughtful-steel-butterfly,0.350000,0.460139,-1.946826,-0.066173,-0.017319,0.093217,-0.491234,-3.262737,-0.415893,4.481044,1.696380,-1.291491,-0.245074,0.127340,-0.046289,0.011228
1772020356181728107!,thoughtful-steel-butterfly,0.360000,0.426359,-1.953207,-0.020542,-0.003777,0.080121,-0.493539,-3.498880,-0.854700,4.632549,1.009406,-1.325587,-0.215196,0.132688,-0.049914,0.007263
1772020356181728107!,thoughtful-steel-butterfly,0.370000,0.390014,-1.963796,0.026114,0.002820,0.066719,-0.495529,-3.779698,-1.256524,4.684977,0.309770,-1.353554,-0.182245,0.136693,-0.053296,0.003501
