ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
334929541434661163!,great-vivacious-beetle,0.000000,1.757976,-0.986013,1.422476,0.475985,0.000000,0.000000,0.000000,0.000000,-1.285683,-0.763116
334929541434661163!,great-vivacious-beetle,0.010000,1.741963,-1.001692,1.426204,0.464697,-3.210066,-3.115867,0.738221,-2.265679,-0.161164,-0.027901
334929541434661163!,great-vivacious-beetle,0.020000,1.712236,-1.035111,1.434345,0.438923,-2.741330,-3.571528,0.883788,-2.888106,-0.141975,-0.023404
334929541434661163!,great-vivacious-beetle,0.030000,1.686851,-1.072924,1.443663,0.407231,-2.340979,-3.994688,0.973230,-3.450167,-0.127709,-0.021086
334929541434661163!,great-vivacious-beetle,0.040000,1.665119,-1.114850,1.453609,0.370163,-2.010181,-4.393587,1.009314,-3.963521,-0.115466,-0.019201
334929541434661163!,great-vivacious-beetle,0.050000,1.646391,-1.160658,1.463661,0.328170,-1.742343,-4.769848,0.994152,-4.433987,-0.104553,-0.017322
334929541434661163!,great-vivacious-beetle,0.060000,1.630080,-1.210136,1.473320,0.281651,-1.529295,-5.123880,0.930113,-4.865441,-0.094814,-0.015356
334929541434661163!,great-vivacious-beetle,0.070000,1.615686,-1.263066,1.482110,0.230975,-1.362407,-5.456158,0.819891,-5.261048,-0.086304,-0.013355
334929541434661163!,great-vivacious-beetle,0.080000,1.602778,-1.319226,1.489580,0.176497,-1.233678,-5.767572,0.666347,-5.623776,-0.079084,-0.011386
334929541434661163!,great-vivacious-beetle,0.090000,1.590983,-1.378384,1.495307,0.118562,-1.135976,-6.059338,0.472289,-5.956547,-0.073200,-0.009508
334929541434661163!,great-vivacious-beetle,0.100000,1.580026,-1.440356,1.498899,0.057449,-1.063072,-6.332794,0.240013,-6.262214,-0.068711,-0.007784
334929541434661163!,great-vivacious-beetle,0.110000,1.569692,-1.504972,1.499986,-0.006593,-1.009650,-6.589331,-0.028762,-6.543698,-0.065663,-0.006260
334929541434661163!,great-vivacious-beetle,0.120000,1.559817,-1.572077,1.498206,-0.073343,-0.971249,-6.830207,-0.333082,-6.803973,-0.064097,-0.004974
334929541434661163!,great-vivacious-beetle,0.130000,1.550271,-1.641525,1.493205,-0.142611,-0.944203,-7.056345,-0.672942,-7.046017,-0.064063,-0.003956
334929541434661163!,great-vivacious-beetle,0.140000,1.540963,-1.713175,1.484622,-0.214234,-0.925590,-7.268161,-1.049481,-7.272817,-0.065618,-0.003231
334929541434661163!,great-vivacious-beetle,0.150000,1.531827,-1.786887,1.472077,-0.288078,-0.913243,-7.465255,-1.465218,-7.487260,-0.068838,-0.002825
334929541434661163!,great-vivacious-beetle,0.160000,1.522814,-1.862512,1.455155,-0.364039,-0.905801,-7.646020,-1.924323,-7.692008,-0.073831,-0.002766
334929541434661163!,great-vivacious-beetle,0.170000,1.513885,-1.939875,1.433389,-0.442037,-0.902841,-7.807081,-2.432952,-7.889311,-0.080734,-0.003088
334929541434661163!,great-vivacious-beetle,0.180000,1.504999,-2.018759,1.406237,-0.522014,-0.905140,-7.942489,-2.999664,-8.080696,-0.089728,-0.003834
334929541434661163!,great-vivacious-beetle,0.190000,1.496100,-2.098868,1.373054,-0.603923,-0.915110,-8.042527,-3.635917,-8.266471,-0.101039,-0.005056
334929541434661163!,great-vivacious-beetle,0.200000,1.487094,-2.179781,1.333062,-0.687711,-0.937512,-8.091965,-4.356644,-8.444935,-0.114939,-0.006811
334929541434661163!,great-vivacious-beetle,0.210000,1.477823,-2.260890,1.285307,-0.773295,-0.980568,-8.067521,-5.180799,-8.611092,-0.131741,-0.009147
334929541434661163!,great-vivacious-beetle,0.220000,1.468020,-2.341290,1.228621,-0.860517,-1.057652,-7.934305,-6.131679,-8.754630,-0.151775,-0.012081
334929541434661163!,great-vivacious-beetle,0.230000,1.457171,-2.419597,1.161638,-0.948998,-1.189292,-7.641933,-7.235744,-8.857035,-0.175364,-0.015559
334929541434661163!,great-vivacious-beetle,0.240000,1.444503,-2.493817,1.082761,-1.038089,-1.406145,-7.119525,-8.520813,-8.887488,-0.202703,-0.019344
334929541434661163!,great-vivacious-beetle,0.250000,1.428971,-2.561197,0.990056,-1.126849,-1.753183,-6.269529,-10.012275,-8.796840,-0.233597,-0.022760
334929541434661163!,great-vivacious-beetle,0.260000,1.409005,-2.617880,0.881388,-1.213736,-2.290770,-4.968327,-11.721773,-8.512090,-0.267421,-0.024663
334929541434661163!,great-vivacious-beetle,0.270000,1.382382,-2.658680,0.754617,-1.296361,-3.090102,-3.077502,-13.632257,-7.935391,-0.303499,-0.023803
334929541434661163!,great-vivacious-beetle,0.280000,1.346178,-2.677040,0.607949,-1.371276,-4.223112,-0.474594,-15.678264,-6.950892,-0.339660,-0.018616
334929541434661163!,great-vivacious-beetle,0.290000,1.296753,-2.665524,0.440669,-1.433810,-5.735270,2.885091,-17.723522,-5.447167,-0.369825,-0.007405
334929541434661163!,great-vivacious-beetle,0.300000,1.230371,-2.616902,0.253761,-1.478379,-7.596279,6.912028,-19.570409,-3.359227,-0.388903,0.006845
334929541434661163!,great-vivacious-beetle,0.310000,1.144043,-2.525757,0.050386,-1.499153,-9.684220,11.341669,-20.992823,-0.705567,-0.384511,0.020077
