ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2
1527640044243630395!,great-bipedal-bumblebee,0.000000,1.836696,-1.102989,0.000000,-1.102989,0.000000,0.000000,0.000000,0.000000,0.121603,-0.373240
1527640044243630395!,great-bipedal-bumblebee,0.010000,1.830394,-1.100116,0.000000,-1.100116,-1.260473,0.574655,0.000000,0.574655,0.107319,-0.327466
1527640044243630395!,great-bipedal-bumblebee,0.020000,1.812291,-1.091863,0.000000,-1.091863,-2.357905,1.074980,0.000000,1.074980,0.094533,-0.286493
1527640044243630395!,great-bipedal-bumblebee,0.030000,1.783920,-1.078928,0.000000,-1.078928,-3.309396,1.508769,0.000000,1.508769,0.083095,-0.249843
1527640044243630395!,great-bipedal-bumblebee,0.040000,1.746655,-1.061939,0.000000,-1.061939,-4.130345,1.883044,0.000000,1.883044,0.072873,-0.217087
1527640044243630395!,great-bipedal-bumblebee,0.050000,1.701728,-1.041457,0.000000,-1.041457,-4.834620,2.204126,0.000000,2.204126,0.063745,-0.187835
1527640044243630395!,great-bipedal-bumblebee,0.060000,1.650247,-1.017986,0.000000,-1.017986,-5.434704,2.477707,0.000000,2.477707,0.055601,-0.161739
1527640044243630395!,great-bipedal-bumblebee,0.070000,1.593261,-0.992006,0.000000,-0.992006,-5.941837,2.708911,0.000000,2.708911,0.048345,-0.138488
1527640044243630395!,great-bipedal-bumblebee,0.080000,1.531656,-0.963920,0.000000,-0.963920,-6.366154,2.902360,0.000000,2.902360,0.041889,-0.117798
1527640044243630395!,great-bipedal-bumblebee,0.090000,1.466210,-0.934083,0.000000,-0.934083,-6.716777,3.062210,0.000000,3.062210,0.036150,-0.099411
1527640044243630395!,great-bipedal-bumblebee,0.100000,1.397605,-0.902805,0.000000,-0.902805,-7.001905,3.192201,0.000000,3.192201,0.031058,-0.083092
1527640044243630395!,great-bipedal-bumblebee,0.110000,1.326449,-0.870365,0.000000,-0.870365,-7.228908,3.295693,0.000000,3.295693,0.026545,-0.068632
1527640044243630395!,great-bipedal-bumblebee,0.120000,1.253282,-0.837008,0.000000,-0.837008,-7.404406,3.375703,0.000000,3.375703,0.022554,-0.055841
