ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
910497169951853690!,talented-zippy-butterfly,0.000000,1.418440,-2.501371,0.841861,-1.684330,0.119478,-0.992837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.652173,-0.066007,-0.039228,-0.642051
910497169951853690!,talented-zippy-butterfly,0.010000,1.412880,-2.502575,0.837359,-1.684788,0.114898,-0.993377,-1.111638,-0.239489,-0.900100,-0.090619,-0.914617,-0.105788,-0.498573,-0.030040,-0.020716,-0.517018
910497169951853690!,talented-zippy-butterfly,0.020000,1.397848,-2.505183,0.824963,-1.685548,0.101869,-0.994798,-1.895438,-0.279180,-1.579700,-0.058495,-1.689047,-0.172962,-0.402379,-0.005758,-0.007891,-0.440285
910497169951853690!,talented-zippy-butterfly,0.030000,1.376011,-2.507452,0.806463,-1.685495,0.081534,-0.996671,-2.472596,-0.170424,-2.120840,0.073314,-2.375127,-0.194301,-0.344354,0.011066,0.001301,-0.396051
910497169951853690!,talented-zippy-butterfly,0.040000,1.349039,-2.508056,0.782971,-1.683698,0.054606,-0.998508,-2.921764,0.054480,-2.577023,0.291206,-3.005594,-0.164370,-0.311604,0.023268,0.008303,-0.373632
910497169951853690!,talented-zippy-butterfly,0.050000,1.317955,-2.505926,0.755164,-1.679327,0.021543,-0.999768,-3.293607,0.376897,-2.982437,0.588758,-3.599659,-0.077566,-0.295455,0.032702,0.014096,-0.365715
910497169951853690!,talented-zippy-butterfly,0.060000,1.283370,-2.500136,0.723441,-1.671595,-0.017341,-0.999850,-3.619993,0.787013,-3.357786,0.964213,-4.166610,0.072265,-0.289964,0.040528,0.019322,-0.367115
910497169951853690!,talented-zippy-butterfly,0.070000,1.245642,-2.489817,0.688045,-1.659706,-0.061797,-0.998089,-3.919768,1.279857,-3.713915,1.418132,-4.707992,0.291497,-0.290890,0.047400,0.024364,-0.373907
910497169951853690!,talented-zippy-butterfly,0.080000,1.205002,-2.474179,0.649167,-1.642886,-0.111516,-0.993763,-4.202544,1.851686,-4.054162,1.950900,-5.219165,0.585675,-0.294910,0.053594,0.029391,-0.382743
910497169951853690!,talented-zippy-butterfly,0.090000,1.161608,-2.452468,0.606986,-1.620365,-0.166132,-0.986103,-4.470996,2.497200,-4.375744,2.560688,-5.690067,0.958625,-0.299178,0.059079,0.034387,-0.390485
910497169951853690!,talented-zippy-butterfly,0.100000,1.115618,-2.423975,0.561724,-1.591388,-0.225183,-0.974317,-4.722341,3.207093,-4.670705,3.241445,-6.105938,1.411196,-0.301067,0.063575,0.039162,-0.393998
910497169951853690!,talented-zippy-butterfly,0.110000,1.067234,-2.388126,0.513705,-1.555296,-0.288033,-0.957620,-4.949749,3.966094,-4.927051,3.981180,-6.448919,1.939706,-0.298058,0.066602,0.043371,-0.390123
910497169951853690!,talented-zippy-butterfly,0.120000,1.016737,-2.344540,0.463381,-1.511595,-0.353860,-0.935298,-5.143637,4.751986,-5.130036,4.761022,-6.699889,2.534828,-0.287891,0.067566,0.046555,-0.375925
910497169951853690!,talented-zippy-butterfly,0.130000,0.964518,-2.293094,0.411367,-1.460013,-0.421646,-0.906760,-5.293063,5.535862,-5.263787,5.555300,-6.840725,3.180958,-0.268898,0.065878,0.048222,-0.349185
910497169951853690!,talented-zippy-butterfly,0.140000,0.911074,-2.233992,0.358433,-1.400573,-0.490209,-0.871605,-5.387745,6.283677,-5.313603,6.332840,-6.857087,3.856573,-0.240395,0.061118,0.047959,-0.308963
910497169951853690!,talented-zippy-butterfly,0.150000,0.856988,-2.167769,0.305469,-1.333606,-0.558267,-0.829661,-5.419934,6.958947,-5.268209,7.059262,-6.740604,4.535653,-0.203048,0.053195,0.045555,-0.256145
910497169951853690!,talented-zippy-butterfly,0.160000,0.802898,-2.095326,0.253457,-1.259794,-0.624489,-0.781034,-5.386168,7.527513,-5.121926,7.701277,-6.491264,5.190201,-0.159019,0.042455,0.041088,-0.193654
910497169951853690!,talented-zippy-butterfly,0.170000,0.749462,-2.017863,0.203405,-1.180116,-0.687589,-0.726100,-5.288293,7.961887,-4.876002,8.230625,-6.117906,5.793419,-0.111744,0.029681,0.034952,-0.126184
910497169951853690!,talented-zippy-butterfly,0.180000,0.697290,-1.936810,0.156274,-1.095798,-0.746408,-0.665489,-5.133728,8.245556,-4.538874,8.628221,-5.637683,6.323192,-0.065305,0.015974,0.027794,-0.059380
