ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3,U4
371685235435499150!,lush-proficient-bumblebee,0.000000,1.979288,0.856890,0.000000,0.856890,0.000000,0.000000,0.000000,0.000000,0.056771,0.068110,0.019586,-0.043907
371685235435499150!,lush-proficient-bumblebee,0.010000,1.974283,0.852548,0.000000,0.852548,-1.001012,-0.868393,0.000000,-0.868393,0.049560,0.058887,0.016362,-0.038338
371685235435499150!,lush-proficient-bumblebee,0.020000,1.959907,0.840076,0.000000,0.840076,-1.872545,-1.624460,0.000000,-1.624460,0.043104,0.050631,0.013475,-0.033353
371685235435499150!,lush-proficient-bumblebee,0.030000,1.937376,0.820530,0.000000,0.820530,-2.628178,-2.279982,0.000000,-2.279982,0.037330,0.043246,0.010894,-0.028894
371685235435499150!,lush-proficient-bumblebee,0.040000,1.907781,0.794857,0.000000,0.794857,-3.280140,-2.845569,0.000000,-2.845569,0.032170,0.036646,0.008586,-0.024908
371685235435499150!,lush-proficient-bumblebee,0.050000,1.872103,0.763905,0.000000,0.763905,-3.839444,-3.330773,0.000000,-3.330773,0.027561,0.030752,0.006525,-0.021349
371685235435499150!,lush-proficient-bumblebee,0.060000,1.831215,0.728434,0.000000,0.728434,-4.316005,-3.744197,0.000000,-3.744197,0.023450,0.025494,0.004687,-0.018174
371685235435499150!,lush-proficient-bumblebee,0.070000,1.785903,0.689125,0.000000,0.689125,-4.718747,-4.093581,0.000000,-4.093581,0.019786,0.020808,0.003049,-0.015345
371685235435499150!,lush-proficient-bumblebee,0.080000,1.736870,0.646588,0.000000,0.646588,-5.055702,-4.385895,0.000000,-4.385895,0.016524,0.016637,0.001590,-0.012826
371685235435499150!,lush-proficient-bumblebee,0.090000,1.684778,0.601398,0.000000,0.601398,-5.334100,-4.627409,0.000000,-4.627409,0.013626,0.012929,0.000294,-0.010588
371685235435499150!,lush-proficient-bumblebee,0.100000,1.630189,0.554041,0.000000,0.554041,-5.560455,-4.823775,0.000000,-4.823775,0.011053,0.009640,-0.000856,-0.008601
371685235435499150!,lush-proficient-bumblebee,0.110000,1.573598,0.504948,0.000000,0.504948,-5.740626,-4.980076,0.000000,-4.980076,0.008775,0.006725,-0.001875,-0.006841
