ID,System,t,X,Y,X1,Y1,dX,dY,dX1,dY1,U1,U2,U3
1066681295054431482!,great-impartial-bumblebee,0.000000,1.410898,-0.725682,0.000000,-0.725682,0.000000,0.000000,0.000000,0.000000,-0.050868,-0.094655,0.152409
1066681295054431482!,great-impartial-bumblebee,0.010000,1.408822,-0.720497,0.000000,-0.720497,-0.415132,1.037170,0.000000,1.037170,-0.055005,-0.093309,0.124398
1066681295054431482!,great-impartial-bumblebee,0.020000,1.403921,-0.705521,0.000000,-0.705521,-0.564810,1.956187,0.000000,1.956187,-0.050393,-0.082326,0.108675
1066681295054431482!,great-impartial-bumblebee,0.030000,1.397623,-0.681946,0.000000,-0.681946,-0.693815,2.753048,0.000000,2.753048,-0.046268,-0.072501,0.094612
1066681295054431482!,great-impartial-bumblebee,0.040000,1.390123,-0.650922,0.000000,-0.650922,-0.804345,3.440642,0.000000,3.440642,-0.042581,-0.063719,0.082043
1066681295054431482!,great-impartial-bumblebee,0.050000,1.381596,-0.613481,0.000000,-0.613481,-0.898381,4.030572,0.000000,4.030572,-0.039289,-0.055876,0.070819
1066681295054431482!,great-impartial-bumblebee,0.060000,1.372202,-0.570573,0.000000,-0.570573,-0.977706,4.533289,0.000000,4.533289,-0.036352,-0.048879,0.060807
1066681295054431482!,great-impartial-bumblebee,0.070000,1.362084,-0.523055,0.000000,-0.523055,-1.043925,4.958205,0.000000,4.958205,-0.033736,-0.042644,0.051888
1066681295054431482!,great-impartial-bumblebee,0.080000,1.351367,-0.471663,0.000000,-0.471663,-1.098484,5.313805,0.000000,5.313805,-0.031408,-0.037095,0.043951
1066681295054431482!,great-impartial-bumblebee,0.090000,1.340159,-0.417043,0.000000,-0.417043,-1.142683,5.607719,0.000000,5.607719,-0.029339,-0.032163,0.036898
1066681295054431482!,great-impartial-bumblebee,0.100000,1.328557,-0.359768,0.000000,-0.359768,-1.177691,5.846808,0.000000,5.846808,-0.027504,-0.027784,0.030638
1066681295054431482!,great-impartial-bumblebee,0.110000,1.316646,-0.300347,0.000000,-0.300347,-1.204557,6.037237,0.000000,6.037237,-0.025877,-0.023904,0.025091
1066681295054431482!,great-impartial-bumblebee,0.120000,1.304502,-0.239236,0.000000,-0.239236,-1.224223,6.184545,0.000000,6.184545,-0.024438,-0.020471,0.020185
1066681295054431482!,great-impartial-bumblebee,0.130000,1.292192,-0.176840,0.000000,-0.176840,-1.237537,6.293707,0.000000,6.293707,-0.023168,-0.017439,0.015854
1066681295054431482!,great-impartial-bumblebee,0.140000,1.279778,-0.113519,0.000000,-0.113519,-1.245257,6.369190,0.000000,6.369190,-0.022049,-0.014768,0.012039
1066681295054431482!,great-impartial-bumblebee,0.150000,1.267311,-0.049591,0.000000,-0.049591,-1.248064,6.415005,0.000000,6.415005,-0.021067,-0.012420,0.008687
1066681295054431482!,great-impartial-bumblebee,0.160000,1.254838,0.014662,0.000000,0.014662,-1.246571,6.434751,0.000000,6.434751,-0.020206,-0.010362,0.005751
1066681295054431482!,great-impartial-bumblebee,0.170000,1.242400,0.078993,0.000000,0.078993,-1.241324,6.431655,0.000000,6.431655,-0.019454,-0.008565,0.003188
1066681295054431482!,great-impartial-bumblebee,0.180000,1.230033,0.143185,0.000000,0.143185,-1.232814,6.408611,0.000000,6.408611,-0.018801,-0.007000,0.000958
1066681295054431482!,great-impartial-bumblebee,0.190000,1.217768,0.207046,0.000000,0.207046,-1.221481,6.368213,0.000000,6.368213,-0.018235,-0.005645,-0.000973
1066681295054431482!,great-impartial-bumblebee,0.200000,1.205632,0.270412,0.000000,0.270412,-1.207717,6.312781,0.000000,6.312781,-0.017747,-0.004476,-0.002636
1066681295054431482!,great-impartial-bumblebee,0.210000,1.193647,0.333139,0.000000,0.333139,-1.191874,6.244393,0.000000,6.244393,-0.017330,-0.003474,-0.004061
1066681295054431482!,great-impartial-bumblebee,0.220000,1.181835,0.395104,0.000000,0.395104,-1.174266,6.164908,0.000000,6.164908,-0.016975,-0.002622,-0.005272
1066681295054431482!,great-impartial-bumblebee,0.230000,1.170211,0.456199,0.000000,0.456199,-1.155172,6.075983,0.000000,6.075983,-0.016676,-0.001902,-0.006292
1066681295054431482!,great-impartial-bumblebee,0.240000,1.158790,0.516335,0.000000,0.516335,-1.134841,5.979099,0.000000,5.979099,-0.016427,-0.001302,-0.007143
1066681295054431482!,great-impartial-bumblebee,0.250000,1.147579,0.575460,0.000000,0.575460,-1.113497,5.875578,0.000000,5.875578,-0.016222,-0.000806,-0.007843
1066681295054431482!,great-impartial-bumblebee,0.260000,1.136584,0.633526,0.000000,0.633526,-1.091334,5.766586,0.000000,5.766586,-0.016056,-0.000404,-0.008410
1066681295054431482!,great-impartial-bumblebee,0.270000,1.125813,0.690487,0.000000,0.690487,-1.068527,5.653158,0.000000,5.653158,-0.015925,-0.000083,-0.008859
1066681295054431482!,great-impartial-bumblebee,0.280000,1.115270,0.746305,0.000000,0.746305,-1.045227,5.536210,0.000000,5.536210,-0.015824,0.000164,-0.009205
1066681295054431482!,great-impartial-bumblebee,0.290000,1.104959,0.800951,0.000000,0.800951,-1.021570,5.416552,0.000000,5.416552,-0.015750,0.000346,-0.009457
1066681295054431482!,great-impartial-bumblebee,0.300000,1.094883,0.854404,0.000000,0.854404,-0.997675,5.294903,0.000000,5.294903,-0.015700,0.000472,-0.009629
1066681295054431482!,great-impartial-bumblebee,0.310000,1.085045,0.906646,0.000000,0.906646,-0.973647,5.171893,0.000000,5.171893,-0.015671,0.000547,-0.009729
1066681295054431482!,great-impartial-bumblebee,0.320000,1.075444,0.957668,0.000000,0.957668,-0.949577,5.048079,0.000000,5.048079,-0.015660,0.000579,-0.009766
1066681295054431482!,great-impartial-bumblebee,0.330000,1.066081,1.007463,0.000000,1.007463,-0.925547,4.923950,0.000000,4.923950,-0.015666,0.000572,-0.009749
1066681295054431482!,great-impartial-bumblebee,0.340000,1.056955,1.056031,0.000000,1.056031,-0.901626,4.799934,0.000000,4.799934,-0.015686,0.000531,-0.009683
1066681295054431482!,great-impartial-bumblebee,0.350000,1.048065,1.103374,0.000000,1.103374,-0.877876,4.676405,0.000000,4.676405,-0.015718,0.000461,-0.009575
1066681295054431482!,great-impartial-bumblebee,0.360000,1.039409,1.149496,0.000000,1.149496,-0.854349,4.553688,0.000000,4.553688,-0.015760,0.000366,-0.009432
1066681295054431482!,great-impartial-bumblebee,0.370000,1.030985,1.194406,0.000000,1.194406,-0.831091,4.432065,0.000000,4.432065,-0.015812,0.000248,-0.009257
1066681295054431482!,great-impartial-bumblebee,0.380000,1.022791,1.238114,0.000000,1.238114,-0.808140,4.311779,0.000000,4.311779,-0.015871,0.000112,-0.009055
1066681295054431482!,great-impartial-bumblebee,0.390000,1.014824,1.280632,0.000000,1.280632,-0.785531,4.193041,0.000000,4.193041,-0.015937,-0.000041,-0.008830
1066681295054431482!,great-impartial-bumblebee,0.400000,1.007080,1.321976,0.000000,1.321976,-0.763291,4.076028,0.000000,4.076028,-0.016009,-0.000207,-0.008586
1066681295054431482!,great-impartial-bumblebee,0.410000,0.999557,1.362161,0.000000,1.362161,-0.741444,3.960891,0.000000,3.960891,-0.016086,-0.000384,-0.008325
1066681295054431482!,great-impartial-bumblebee,0.420000,0.992249,1.401203,0.000000,1.401203,-0.720009,3.847758,0.000000,3.847758,-0.016167,-0.000571,-0.008051
1066681295054431482!,great-impartial-bumblebee,0.430000,0.985155,1.439122,0.000000,1.439122,-0.699002,3.736733,0.000000,3.736733,-0.016251,-0.000766,-0.007766
1066681295054431482!,great-impartial-bumblebee,0.440000,0.978270,1.475935,0.000000,1.475935,-0.678435,3.627903,0.000000,3.627903,-0.016337,-0.000967,-0.007473
