ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4,U5,U6
2150018076915413724!,talented-antique-butterfly,0.000000,-2.104684,-0.003336,-1.685392,0.904516,-0.980828,0.194876,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.233572,-0.310205,-0.315601,-0.085626,-0.353048,-0.467352
2150018076915413724!,talented-antique-butterfly,0.010000,-2.089812,0.002258,-1.678009,0.913531,-0.980391,0.197060,2.973511,1.120259,1.480607,1.794900,0.088282,0.439212,-0.671788,-0.758459,-0.706995,-0.612904,-0.731305,-0.864538
2150018076915413724!,talented-antique-butterfly,0.020000,-2.032722,0.026419,-1.647066,0.949062,-0.978717,0.205215,8.464047,3.703558,4.753104,5.254696,0.254220,1.212432,-0.574338,-0.713417,-0.511521,-0.731668,-0.509434,-0.726969
2150018076915413724!,talented-antique-butterfly,0.030000,-1.924529,0.071948,-1.584576,1.012391,-0.975696,0.219128,13.188516,5.365059,7.798395,7.313493,0.360299,1.604280,-0.483105,-0.667137,-0.348357,-0.840959,-0.322243,-0.604991
2150018076915413724!,talented-antique-butterfly,0.040000,-1.772487,0.129840,-1.492044,1.089711,-0.971832,0.235674,17.201996,6.139436,10.733095,8.029439,0.424435,1.750216,-0.401133,-0.610957,-0.218678,-0.942482,-0.169055,-0.480375
2150018076915413724!,talented-antique-butterfly,0.050000,-1.584477,0.191121,-1.370834,1.168033,-0.967468,0.252995,20.371547,6.028398,13.508446,7.529304,0.465388,1.779675,-0.332600,-0.546689,-0.127071,-1.031911,-0.055254,-0.356014
2150018076915413724!,talented-antique-butterfly,0.060000,-1.369553,0.247082,-1.222980,1.236282,-0.962646,0.270763,22.579956,5.045729,16.028006,6.016557,0.515849,1.834001,-0.280929,-0.482188,-0.077025,-1.102914,0.013603,-0.246047
2150018076915413724!,talented-antique-butterfly,0.070000,-1.137349,0.289164,-1.051490,1.285472,-0.957044,0.289942,23.820194,3.242474,18.210468,3.725905,0.623306,2.057418,-0.247209,-0.425568,-0.066650,-1.151536,0.037722,-0.163327
2150018076915413724!,talented-antique-butterfly,0.080000,-0.897012,0.309573,-0.859994,1.308888,-0.949777,0.312927,24.186882,0.715631,19.995096,0.870909,0.855410,2.596292,-0.230457,-0.380593,-0.088059,-1.178208,0.024784,-0.110054
2150018076915413724!,talented-antique-butterfly,0.090000,-0.656710,0.301666,-0.652851,1.301659,-0.939146,0.343517,23.787735,-2.405472,21.297068,-2.395860,1.308321,3.576834,-0.229080,-0.346286,-0.131029,-1.186298,-0.013928,-0.078374
2150018076915413724!,talented-antique-butterfly,0.100000,-0.423915,0.260231,-0.435621,1.260162,-0.922264,0.386561,22.655995,-5.963012,21.960598,-5.971154,2.127878,5.076727,-0.241340,-0.319984,-0.187048,-1.179699,-0.068604,-0.058658
2150018076915413724!,talented-antique-butterfly,0.110000,-0.206336,0.181786,-0.215917,1.181740,-0.894449,0.447169,20.730705,-9.752760,21.754460,-9.742951,3.540378,7.081636,-0.264310,-0.300695,-0.250585,-1.161752,-0.133028,-0.047699
2150018076915413724!,talented-antique-butterfly,0.120000,-0.012179,0.065409,-0.003650,1.065373,-0.848131,0.529787,17.922603,-13.503865,20.425676,-13.525214,5.878842,9.411382,-0.292231,-0.290608,-0.317149,-1.135987,-0.202820,-0.051658
2150018076915413724!,talented-antique-butterfly,0.130000,0.149599,-0.086889,0.189040,0.912332,-0.771936,0.635700,14.216718,-16.874032,17.801455,-17.015528,9.561101,11.610127,-0.315251,-0.294958,-0.380233,-1.107558,-0.272094,-0.084733
2150018076915413724!,talented-antique-butterfly,0.140000,0.270569,-0.269733,0.349075,0.727180,-0.650400,0.759592,9.786478,-19.516435,13.899216,-19.840309,14.957955,12.807731,-0.316050,-0.319437,-0.427628,-1.087233,-0.328879,-0.164721
2150018076915413724!,talented-antique-butterfly,0.150000,0.345430,-0.474637,0.464577,0.518239,-0.465777,0.884902,4.976326,-21.219986,8.925196,-21.693860,22.048907,11.605652,-0.266127,-0.365758,-0.440243,-1.095958,-0.352823,-0.307267
2150018076915413724!,talented-antique-butterfly,0.160000,0.371436,-0.692009,0.525218,0.296096,-0.205637,0.978628,0.140943,-21.954663,3.083211,-22.412578,29.876788,6.277943,-0.122427,-0.425915,-0.394326,-1.169136,-0.316295,-0.519827
2150018076915413724!,talented-antique-butterfly,0.170000,0.348912,-0.911459,0.522043,0.073440,0.126643,0.991948,-4.639167,-21.544708,-3.728435,-21.704801,36.011334,-4.597589,0.160895,-0.487887,-0.265173,-1.345914,-0.189714,-0.804205
2150018076915413724!,talented-antique-butterfly,0.180000,0.278187,-1.116155,0.444457,-0.130075,0.495474,0.868623,-9.346438,-18.749957,-11.579523,-18.373423,36.518131,-20.830429,0.580857,-0.571507,-0.033114,-1.619254,0.043696,-1.180482
2150018076915413724!,talented-antique-butterfly,0.190000,0.165783,-1.269682,0.289044,-0.277308,0.822800,0.568330,-12.621456,-11.091593,-18.671775,-10.340095,27.095914,-39.228109,0.998815,-0.768678,0.287206,-1.857299,0.346893,-1.703535
2150018076915413724!,talented-antique-butterfly,0.200000,0.045184,-1.317830,0.086860,-0.318698,0.994988,0.099994,-10.610026,1.853911,-20.147653,2.251744,5.326455,-53.000563,1.121837,-1.106865,0.541161,-1.832512,0.545514,-2.266774
2150018076915413724!,talented-antique-butterfly,0.210000,-0.011278,-1.232771,-0.082444,-0.235307,0.895165,-0.445734,0.203233,14.309688,-12.059220,13.434795,-26.335144,-52.888693,0.648126,-1.262807,0.356233,-1.427090,0.308778,-2.256195
2150018076915413724!,talented-antique-butterfly,0.220000,0.068024,-1.066101,-0.138094,-0.087574,0.464713,-0.885461,15.800514,17.387699,1.173051,14.306550,-58.177615,-30.533119,-0.378763,-0.834494,-0.482784,-0.807447,-0.505078,-1.114655
2150018076915413724!,talented-antique-butterfly,0.230000,0.268965,-0.919632,-0.087003,0.014866,-0.211760,-0.977322,23.563280,11.590354,7.706639,5.550246,-71.691641,15.533665,-1.074832,-0.287652,-1.216892,-0.470670,-1.177643,0.019812
2150018076915413724!,talented-antique-butterfly,0.240000,0.488960,-0.835614,-0.018013,0.026348,-0.834422,-0.551125,19.627284,5.968251,5.023368,-2.621217,-44.683878,67.652894,-0.832756,-0.224463,-1.155011,-0.664365,-1.095669,-0.040505
2150018076915413724!,talented-antique-butterfly,0.250000,0.639977,-0.787293,-0.006900,-0.024699,-0.966491,0.256700,9.194138,5.220894,-4.108654,-6.063314,22.388037,84.292471,-0.851922,-0.394062,-1.068037,-0.592937,-1.039992,-0.277613
2150018076915413724!,talented-antique-butterfly,0.260000,0.656461,-0.681300,-0.112311,-0.041777,-0.404168,0.914685,-5.740022,18.545524,-15.638589,6.646418,83.514577,36.902297,-2.922247,-1.340845,-1.566155,1.238881,-1.799220,-0.502399
2150018076915413724!,talented-antique-butterfly,0.270000,0.642315,-0.357657,-0.212285,0.161630,0.494224,0.869335,8.343160,44.326831,1.700400,33.394739,81.647484,-46.417284,-7.361967,-1.265848,-4.053638,4.495543,-4.486538,1.930520
2150018076915413724!,talented-antique-butterfly,0.280000,0.986037,0.068330,0.062858,0.452698,0.995717,0.092457,60.074128,34.575796,51.387153,13.711322,8.934597,-96.221256,-12.825832,2.174785,-9.244236,7.411300,-9.339948,9.654425
2150018076915413724!,talented-antique-butterfly,0.290000,1.593045,0.080013,0.606898,0.245884,0.658254,-0.752796,48.128244,-30.197902,44.072498,-54.310306,-68.745466,-60.111848,-14.508686,2.293329,-10.371047,8.640126,-10.537117,10.611087
2150018076915413724!,talented-antique-butterfly,0.300000,1.727763,-0.443940,0.728146,-0.471635,-0.125761,-0.992061,-24.875669,-67.777890,-24.655598,-75.721110,-76.733277,9.727293,-13.301316,-1.428262,-7.236001,8.942016,-7.983765,4.798129
