ID,System,t,X,Y,X1,Y1,X2,Y2,dX,dY,dX1,dY1,dX2,dY2,U1,U2,U3,U4
474730470602769571!,thoughtful-zippy-butterfly,0.000000,1.660480,1.997172,0.901050,0.146965,0.483369,-0.127884,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.536185,0.428167,-0.006848,-0.239188
474730470602769571!,thoughtful-zippy-butterfly,0.010000,1.645185,2.005817,0.897491,0.150836,0.483090,-0.128935,-3.061304,1.716574,-0.714807,0.770761,-0.055092,-0.206417,0.512255,0.551041,0.381461,0.206520
474730470602769571!,thoughtful-zippy-butterfly,0.020000,1.602038,2.038624,0.877980,0.174290,0.482396,-0.131509,-5.624399,4.776210,-3.271997,3.862600,-0.074590,-0.273610,0.111037,0.370968,0.447460,0.232465
474730470602769571!,thoughtful-zippy-butterfly,0.030000,1.538617,2.095047,0.829198,0.225094,0.481617,-0.134332,-7.162003,6.348049,-6.635769,6.148407,-0.059016,-0.211588,-0.210883,0.285546,0.485502,0.111715
474730470602769571!,thoughtful-zippy-butterfly,0.040000,1.459891,2.158178,0.741232,0.291757,0.481323,-0.135382,-8.710476,5.991911,-11.095431,6.910230,0.038134,0.135578,-0.610310,0.212158,0.531821,-0.104653
474730470602769571!,thoughtful-zippy-butterfly,0.050000,1.364944,2.203729,0.604504,0.353937,0.482545,-0.130961,-10.377919,2.679702,-16.206149,5.075656,0.253942,0.935686,-1.138490,0.111957,0.607916,-0.361037
474730470602769571!,thoughtful-zippy-butterfly,0.060000,1.255423,2.196778,0.419600,0.379802,0.486427,-0.115712,-11.474425,-4.572801,-20.314912,-0.506107,0.548945,2.307637,-1.669033,-0.012648,0.710575,-0.529316
474730470602769571!,thoughtful-zippy-butterfly,0.070000,1.144290,2.098778,0.211553,0.329597,0.492944,-0.083706,-10.340020,-15.228926,-20.197655,-10.031845,0.714150,4.205621,-1.744653,-0.085791,0.767410,-0.376030
474730470602769571!,thoughtful-zippy-butterfly,0.080000,1.064711,1.894394,0.043206,0.174938,0.499072,-0.030457,-4.581474,-25.015701,-11.795359,-20.730031,0.384652,6.303001,-0.612155,0.060792,0.619116,0.333577
474730470602769571!,thoughtful-zippy-butterfly,0.090000,1.069189,1.633975,0.009378,-0.062138,0.498113,0.043400,6.776166,-25.374600,6.457604,-25.175548,-0.690715,7.927573,2.141211,0.583248,0.194341,1.625526
474730470602769571!,thoughtful-zippy-butterfly,0.100000,1.193996,1.454826,0.183845,-0.271325,0.482988,0.129317,18.414770,-8.577515,27.857218,-14.103281,-2.240957,8.369769,5.738356,1.373616,-0.285272,3.216800
